Year,IT Bond Price,S&P 500 Price,S&P 500 Dividend,CPI,Bond Real Price,S&P Price Real,S&P Dividend Real,S&P Yield Real,Bond %,S&P %
1871-01-01,50.26458,4.44,0.26,12.46,970.780411835019,85.7515320471999,5.02148611087207,0.0048798799,,
1871-02-01,50.47778,4.50,0.26,12.84,946.012215726174,84.3352276651973,4.87270204287806,0.0048148148,-0.0255136958,-0.0117015593
1871-03-01,50.69705,4.61,0.26,13.03,936.248463141149,85.1352303260431,4.80155312034083,0.0046999277,-0.0103209583,0.0141859122
1871-04-01,50.92248,4.74,0.26,12.56,976.034464865569,90.8518844327391,4.98343669884223,0.0045710267,0.0424951317,0.0717189523
1871-05-01,51.15413,4.86,0.26,12.27,1003.27444580625,95.3180846331015,5.09932140012477,0.0044581619,0.0279088310,0.0536172985
1871-06-01,51.39208,4.82,0.26,12.08,1023.81767184534,96.0226006860296,5.1796423606572,0.0044951591,0.0204761779,0.0118863698
1871-07-01,51.63640,4.73,0.26,12.08,1028.68503804239,94.2296475611868,5.1796423606572,0.0045806906,0.0047541338,-0.0140915085
1871-08-01,51.88719,4.79,0.26,11.89,1050.21624738505,96.9514109512744,5.26249829798149,0.0045233125,0.0209308083,0.0334076759
1871-09-01,52.14450,4.84,0.26,12.18,1030.68987034638,95.6675900763578,5.13916806195311,0.0044765840,-0.0185927204,-0.0087653158
1871-10-01,52.40844,4.59,0.26,12.37,1019.97333172214,89.3305980269361,5.06012102113364,0.0047204067,-0.0103974425,-0.0615192890
1871-11-01,52.67909,4.64,0.26,12.37,1025.24070133311,90.3036982233079,5.06012102113364,0.0046695402,0.0051642229,0.0155627864
1871-12-01,52.95654,4.74,0.26,12.65,1007.38808766397,90.168647647698,4.94595957561213,0.0045710267,-0.0174130949,0.0030755113
1872-01-01,53.24088,4.86,0.26,12.65,1012.79700865341,92.4513982210575,5.00873521637951,0.0045147462,0.0053692525,0.0298312019
1872-02-01,53.56696,4.88,0.27,12.65,1019.00006935544,92.8318566499507,5.07341314929136,0.0045543033,0.0061246831,0.0086695296
1872-03-01,53.89706,5.04,0.27,12.84,1010.09346978111,94.4554549850209,5.06011365991184,0.0044642857,-0.0087405289,0.0219539535
1872-04-01,54.23122,5.18,0.27,13.13,994.256844945017,94.9683702429007,5.01058988173451,0.0043967181,-0.0156783756,0.0098269525
1872-05-01,54.56949,5.18,0.28,13.13,1000.4586643945,94.9683702429007,5.0729243332453,0.0044514157,0.0062376432,0.0044514157
1872-06-01,54.91193,5.13,0.28,13.03,1014.0867898601,94.7383365667248,5.17090336036705,0.0045484081,0.0136218776,0.0021261945
1872-07-01,55.25859,5.10,0.28,12.84,1035.6101649858,95.5799246872236,5.30937111056675,0.0046290850,0.0212243916,0.0135123750
1872-08-01,55.60952,5.04,0.29,12.94,1034.52219122809,93.7607861204349,5.33357487712871,0.0047404101,-0.0010505630,-0.0142922328
1872-09-01,55.96476,4.95,0.29,13.03,1033.52992824055,91.4141844064888,5.35557848038015,0.0048821549,-0.0009591510,-0.0201453839
1872-10-01,56.32439,4.97,0.29,12.75,1063.46359515496,93.8388206844607,5.53781209391395,0.0049178404,0.0289625545,0.0314414734
1872-11-01,56.68844,4.95,0.30,13.13,1039.3067693831,90.7516279348183,5.43959757742638,0.0049949495,-0.0227152353,-0.0279039374
1872-12-01,57.05699,5.07,0.30,12.94,1061.44998818544,94.3188860378185,5.58099917383541,0.0049309665,0.0213057583,0.0442388906
1873-01-01,57.43007,5.11,0.30,12.94,1068.3906660866,95.0630192609965,5.62750750028404,0.0049331376,0.0065388647,0.0128226840
1873-02-01,57.89029,5.15,0.31,13.23,1053.71033819584,93.7395283653582,5.55156430124937,0.0049352751,-0.0137405992,-0.0089869726
1873-03-01,58.34827,5.11,0.31,13.23,1062.04638209124,93.011454358637,5.59706892666945,0.0050146771,0.0079111342,-0.0027523132
1873-04-01,58.80390,5.04,0.31,13.23,1070.3397188029,91.7373248468748,5.64257355208952,0.0051256614,0.0078088272,-0.0085729688
1873-05-01,59.25707,5.05,0.31,12.94,1102.37886932267,93.9468194262294,5.81354080607856,0.0051567657,0.0299336276,0.0292417778
1873-06-01,59.70767,4.98,0.32,12.56,1144.42082696449,95.451979847055,6.03762523128962,0.0052710843,0.0381374850,0.0212924934
1873-07-01,60.15560,4.97,0.32,12.56,1153.00618276902,95.2603092047918,6.08554289185541,0.0053236083,0.0075019220,0.0033155762
1873-08-01,60.60073,4.97,0.32,12.56,1161.53799677394,95.2603092047918,6.1334605524212,0.0053655265,0.0073996255,0.0053655265
1873-09-01,61.04295,4.59,0.32,12.56,1170.01412483655,87.9768247987916,6.181378212987,0.0058551198,0.0072973317,-0.0706036327
1873-10-01,61.48216,4.19,0.33,12.27,1205.8356593896,82.1775256404723,6.37415175015596,0.0064638027,0.0306163266,-0.0594546840
1873-11-01,61.91823,4.04,0.33,11.89,1253.24844969538,81.7711273994047,6.62872381764976,0.0067553630,0.0393194462,0.0018099934
1873-12-01,62.35107,4.42,0.33,12.18,1232.43319350773,87.3658570532028,6.52279023247894,0.0062217195,-0.0166090420,0.0746410972
1874-01-01,62.78056,4.66,0.33,12.37,1221.83542975129,90.6929383018567,6.42246129605423,0.0059012876,-0.0085990574,0.0439834556
1874-02-01,63.22508,4.80,0.33,12.37,1230.48668512347,93.4176188516979,6.42246129605423,0.0057291667,0.0070805406,0.0357720851
1874-03-01,63.66452,4.73,0.33,12.37,1239.03923232199,92.0552785767773,6.42246129605423,0.0058139535,0.0069505402,-0.0087693798
1874-04-01,64.09875,4.60,0.33,12.18,1266.97791203546,90.9237426345549,6.52279023247894,0.0059782609,0.0225486643,-0.0063136572
1874-05-01,64.52761,4.48,0.33,12.08,1285.49973639721,89.249222214401,6.57416145775722,0.0061383929,0.0146189008,-0.0122783636
1874-06-01,64.95095,4.46,0.33,11.80,1325.2357540977,91.0002367404939,6.73320137317556,0.0061659193,0.0309109497,0.0257853006
1874-07-01,65.36862,4.46,0.33,11.89,1323.08556751213,90.2720861884517,6.67932476282266,0.0061659193,-0.0016224936,-0.0018357143
1874-08-01,65.78048,4.47,0.33,11.80,1342.16131424939,91.2042731457416,6.73320137317556,0.0061521253,0.0144176214,0.0164785395
1874-09-01,66.18639,4.54,0.33,11.80,1350.44333135021,92.6325279824758,6.73320137317556,0.0060572687,0.0061706570,0.0217172240
1874-10-01,66.58620,4.53,0.33,11.61,1380.87775863049,93.9440299309231,6.843604829405,0.0060706402,0.0225366193,0.0202287548
1874-11-01,66.97978,4.57,0.33,11.51,1400.51200855598,95.5563034149552,6.90012694243659,0.0060175055,0.0142186735,0.0231795698
1874-12-01,67.36697,4.54,0.33,11.51,1408.60807863809,94.9290191474609,6.90012694243659,0.0060572687,0.0057807930,-0.0005072827
1875-01-01,67.74765,4.54,0.33,11.51,1416.56791170507,94.9290191474609,6.84785325347874,0.0060113803,0.0056508501,0.0060113803
1875-02-01,68.00940,4.53,0.33,11.51,1422.04094556912,94.7199243916296,6.79557956452088,0.0059786608,0.0038635873,0.0037760176
1875-03-01,68.27392,4.59,0.32,11.51,1427.57177152932,95.974492926618,6.74330587556303,0.0058551198,0.0038893577,0.0191001529
1875-04-01,68.54122,4.65,0.32,11.61,1421.4212178719,96.4326135052522,6.63622286487757,0.0057347670,-0.0043084024,0.0105081247
1875-05-01,68.81133,4.47,0.32,11.32,1462.99551707763,95.0365280504253,6.75035741745191,0.0059190902,0.0292484020,-0.0085582261
1875-06-01,69.08428,4.38,0.32,11.13,1493.9008351811,94.714534552464,6.81166173151282,0.0059931507,0.0211246841,0.0026050482
1875-07-01,69.36010,4.39,0.31,11.13,1499.86514294895,94.9307777820359,6.75760092411986,0.0059320425,0.0039924389,0.0082151475
1875-08-01,69.63880,4.41,0.31,11.23,1493.13831197922,94.5556198355167,6.64676692721319,0.0058578987,-0.0044849572,0.0019059881
1875-09-01,69.92042,4.37,0.31,11.13,1511.981710189,94.4982913228922,6.64947930933395,0.0058638444,0.0126199951,0.0052575503
1875-10-01,70.20498,4.30,0.31,11.13,1518.135096649,92.9845887158893,6.59541850194099,0.0059108527,0.0040697493,-0.0101074539
1875-11-01,70.49250,4.37,0.30,11.04,1537.496318175,95.3130990710396,6.5977602903866,0.0057684973,0.0127532929,0.0308103928
1875-12-01,70.78302,4.37,0.30,10.94,1557.26020071123,96.1420804121611,6.60014282005683,0.0057208238,0.0128545885,0.0144182783
1876-01-01,71.07656,4.46,0.30,10.85,1577.43794581153,98.9830236008662,6.65805091485647,0.0056053812,0.0129572085,0.0351548061
1876-02-01,71.40776,4.52,0.30,10.85,1584.78841832434,100.314633783837,6.65805091485647,0.0055309735,0.0046597538,0.0189838882
1876-03-01,71.73902,4.51,0.30,10.85,1592.14020451261,100.092698753342,6.65805091485647,0.0055432373,0.0046389702,0.0033308479
1876-04-01,72.07033,4.34,0.30,10.75,1613.63864055497,97.1716386820626,6.71693354945133,0.0057603687,0.0135028536,-0.0234231793
1876-05-01,72.40166,4.18,0.30,10.37,1680.54494470967,97.0237094143576,6.96342412064767,0.0059808612,0.0414630032,0.0044585110
1876-06-01,72.73302,4.15,0.30,10.09,1736.02640275261,99.054182389768,7.16054330528443,0.0060240964,0.0330139686,0.0269516922
1876-07-01,73.06438,4.10,0.30,10.09,1743.93545384835,97.8607585055539,7.16054330528443,0.0060975610,0.0045558357,-0.0059506318
1876-08-01,73.39573,3.93,0.30,10.18,1735.46852890663,92.9262713128853,7.09360849716682,0.0063613232,-0.0048550678,-0.0440622304
1876-09-01,73.72706,3.69,0.30,10.28,1727.15790021824,86.4433358457707,7.02791348339599,0.0067750678,-0.0047886946,-0.0629892236
1876-10-01,74.05835,3.67,0.30,10.47,1703.38171371163,84.4119686301705,6.90016092344718,0.0068119891,-0.0137660758,-0.0166874189
1876-11-01,74.38959,3.60,0.30,10.56,1695.58282179085,82.0558132744492,6.83798443953743,0.0069444444,-0.0045784758,-0.0209681300
1876-12-01,74.72076,3.58,0.30,10.75,1672.98136759389,80.1554070234525,6.71693354945133,0.0069832402,-0.0133296079,-0.0161766820
1877-01-01,75.05186,3.55,0.29,10.94,1651.17670097794,78.1016900373391,6.39773844024175,0.0068262911,-0.0130334187,-0.0187953989
1877-02-01,75.37357,3.34,0.28,10.66,1702.66837312537,75.4496923865583,6.36352645068667,0.0070284431,0.0311848345,-0.0269272581
1877-03-01,75.69597,3.17,0.27,10.18,1789.85855848275,74.955796453396,6.44336105159319,0.0071635121,0.0512079667,0.0006174823
1877-04-01,76.01907,2.94,0.26,10.47,1748.47934243815,67.6215770497824,6.05604123714548,0.0074631519,-0.0231187073,-0.0903841094
1877-05-01,76.34286,2.94,0.25,10.66,1724.56448030761,66.4138010827788,5.74230892355183,0.0072052154,-0.0136775205,-0.0106555920
1877-06-01,76.66734,2.73,0.25,10.09,1829.93279522903,65.1609440780883,5.84777703264895,0.0074786325,0.0610985070,-0.0113857750
1877-07-01,76.99252,2.85,0.24,10.18,1820.51587218111,67.3892807230848,5.57557627877312,0.0068947368,-0.0051460486,0.0410921641
1877-08-01,77.31837,3.05,0.23,9.80,1899.21928387596,74.9190484693878,5.56857320918367,0.0061939891,0.0432313790,0.1179293818
1877-09-01,77.64491,3.24,0.22,9.70,1925.94257056917,80.3665557658564,5.39497712317091,0.0055941358,0.0140706694,0.0783060483
1877-10-01,77.97213,3.31,0.21,9.70,1934.05901369329,82.1028702422792,5.16677579198391,0.0052442095,0.0042142706,0.0268491477
1877-11-01,78.30002,3.26,0.20,9.51,1981.02746705726,82.4795405971503,5.03985413710194,0.0050920245,0.0242849122,0.0096798100
1877-12-01,78.62858,3.25,0.19,9.51,1989.34032149329,82.2265358713921,4.80708978940446,0.0048717949,0.0041962338,0.0018043102
1878-01-01,78.95782,3.25,0.19,9.23,2059.4667425906,84.7701602291233,4.93492748164619,0.0048512821,0.0352510932,0.0357856311
1878-02-01,79.31770,3.18,0.19,9.13,2090.39006943365,83.8077856795698,4.96258051681226,0.0049344864,0.0150152106,-0.0064182650
1878-03-01,79.67565,3.24,0.19,8.94,2144.510275531,87.2062316741008,5.04665692558454,0.0048225309,0.0258900034,0.0453730116
1878-04-01,80.03164,3.33,0.19,8.85,2177.25917352384,90.5925785639225,5.07916949486016,0.0046721722,0.0152710380,0.0435036504
1878-05-01,80.38563,3.34,0.19,8.56,2259.7802728474,93.8932201156448,5.22316176571462,0.0046357285,0.0379013672,0.0410696352
1878-06-01,80.73758,3.41,0.19,8.37,2321.24612881605,98.0392174309436,5.31884317440603,0.0045210166,0.0271999259,0.0486775309
1878-07-01,81.08744,3.48,0.18,8.47,2305.1271894126,98.9282960828668,5.23637705128278,0.0044109195,-0.0069440889,0.0134795216
1878-08-01,81.43518,3.45,0.18,8.56,2289.28483209275,96.9855117961002,5.15288240934063,0.0044275362,-0.0068726608,-0.0152107711
1878-09-01,81.78075,3.52,0.18,8.56,2298.9994558959,98.9533337745718,5.13039301530095,0.0043205492,0.0042435191,0.0246104043
1878-10-01,82.12412,3.48,0.18,8.47,2334.59744330657,98.9282960828668,5.16530787306233,0.0043510536,0.0154841217,0.0040980284
1878-11-01,82.46524,3.47,0.18,8.37,2370.9171436828,99.7642476496699,5.19809105909519,0.0043419789,0.0155571576,0.0127920543
1878-12-01,82.80407,3.45,0.18,8.18,2436.03446659217,101.496443504426,5.29546661762225,0.0043478261,0.0274650352,0.0217107181
1879-01-01,83.14058,3.58,0.18,8.28,2417.81433336173,104.110112835575,5.28402444196202,0.0042295158,-0.0074794234,0.0299808549
1879-02-01,83.38320,3.71,0.18,8.37,2397.30897463606,106.664368524575,5.26996731820879,0.0041172507,-0.0084809485,0.0286514253
1879-03-01,83.63148,3.65,0.19,8.28,2432.09019829762,106.145785432919,5.37999186440822,0.0042237443,0.0145084443,-0.0006380769
1879-04-01,83.88547,3.77,0.19,8.18,2467.84843226555,110.910606380199,5.49257565283374,0.0041268789,0.0147026759,0.0490162819
1879-05-01,84.14522,3.94,0.19,8.18,2475.49003294219,115.911880407954,5.53964646721261,0.0039826565,0.0030964627,0.0490754947
1879-06-01,84.41077,3.96,0.19,8.09,2512.51382067584,117.870673026818,5.65541107956958,0.0039983165,0.0149561449,0.0208972971
1879-07-01,84.68218,4.04,0.19,8.18,2491.28704515213,118.853806306633,5.63967194776769,0.0039542079,-0.0084484214,0.0122949873
1879-08-01,84.95950,4.07,0.19,8.18,2499.44540412907,119.736384076236,5.68674276214656,0.0039578215,0.0032747567,0.0113835640
1879-09-01,85.24277,4.22,0.20,8.47,2423.25334386928,119.96477283612,5.54339590119512,0.0038507109,-0.0304835865,0.0057581408
1879-10-01,85.53205,4.68,0.20,8.94,2302.13813835633,125.96455686259,5.29427955873322,0.0035024929,-0.0499804141,0.0535153749
1879-11-01,85.82739,4.93,0.20,9.42,2193.41222640017,125.991502214425,5.06777178278305,0.0033519270,-0.0472282311,0.0035658391
1879-12-01,86.12886,4.92,0.20,9.70,2136.382672182,122.038103200004,4.96089850406521,0.0033875339,-0.0260003813,-0.0279907650
1880-01-01,86.43650,5.11,0.21,9.99,2082.74367586241,123.128766888426,4.93960806499554,0.0033431181,-0.0251073916,0.0122801931
1880-02-01,86.82338,5.20,0.21,9.99,2092.06568561066,125.297375307204,5.06008631048324,0.0033653846,0.0044758315,0.0209779091
1880-03-01,87.21012,5.30,0.22,10.09,2081.57284637559,126.502931726692,5.13172270212051,0.0033805031,-0.0050155401,0.0130020648
1880-04-01,87.59671,5.18,0.22,9.70,2172.79203811502,128.487271255289,5.45698835447173,0.0035392535,0.0438222433,0.0192253685
1880-05-01,87.98314,4.77,0.23,9.42,2248.50463232743,121.902528511725,5.75011926942101,0.0039308176,0.0348457620,-0.0473173930
1880-06-01,88.36938,4.79,0.23,9.23,2304.94966729497,124.938174614616,5.99911903159949,0.0040013918,0.0251033661,0.0289036325
1880-07-01,88.75542,5.01,0.24,9.23,2315.01874577485,130.676462383972,6.12953466272122,0.0039088490,0.0043684592,0.0498378678
1880-08-01,89.14124,5.19,0.24,9.23,2325.08209699322,135.371425104354,6.25995029384295,0.0038535645,0.0043469848,0.0397817083
1880-09-01,89.52682,5.18,0.25,9.32,2311.30634482587,133.731626907232,6.32514451588258,0.0039414414,-0.0059248455,-0.0081718845
1880-10-01,89.91214,5.33,0.25,9.32,2321.25429067514,137.604164365935,6.45422909783937,0.0039086929,0.0043040361,0.0328662219
1880-11-01,90.29720,5.61,0.26,9.42,2307.64291972231,143.369640450897,6.51680183867715,0.0037878788,-0.0058638000,0.0456868730
1880-12-01,90.68196,5.84,0.26,9.51,2294.2964936622,147.754759842748,6.57812286971137,0.0037100457,-0.0057835751,0.0342961543
1881-01-01,91.06642,6.19,0.27,9.42,2327.3011897808,158.192170123183,6.77236269509586,0.0035675821,0.0143855409,0.0742076772
1881-02-01,91.39868,6.17,0.27,9.51,2312.42967498125,156.103915792766,6.8311275954695,0.0036466775,-0.0063900259,-0.0095540665
1881-03-01,91.73514,6.24,0.28,9.51,2320.94235625951,157.874948873073,6.95762995834857,0.0036725427,0.0036812714,0.0150177615
1881-04-01,92.07585,6.22,0.28,9.61,2306.51221281994,155.811829148665,7.01403732502028,0.0037513398,-0.0062173640,-0.0093167229
1881-05-01,92.42084,6.50,0.29,9.51,2338.29080525907,164.453071742784,7.2106346841067,0.0036538462,0.0137777690,0.0591133234
1881-06-01,92.77014,6.58,0.29,9.51,2347.12850693214,166.477109548849,7.33713704698576,0.0036727457,0.0037795563,0.0159804380
1881-07-01,93.12381,6.35,0.30,9.61,2332.76395864013,159.068346478138,7.38978932457494,0.0038713911,-0.0061200519,-0.0406318027
1881-08-01,93.48188,6.20,0.30,9.80,2296.25366988362,152.294459183673,7.36908673469388,0.0040322581,-0.0156510858,-0.0385525015
1881-09-01,93.84439,6.25,0.31,10.18,2218.98455070303,147.783510357642,7.21183530545293,0.0040666667,-0.0336500798,-0.0255532476
1881-10-01,94.21138,6.15,0.31,10.28,2207.03138897923,144.072226409618,7.26217726617586,0.0042005420,-0.0053867710,-0.0209124353
1881-11-01,94.58289,6.19,0.32,10.18,2236.44659439264,146.364788658209,7.44828892202516,0.0042407108,0.0133279506,0.0201533007
1881-12-01,94.95896,6.01,0.32,10.18,2245.3389823986,142.108623559909,7.56651573031127,0.0044370494,0.0039761236,-0.0246421106
1882-01-01,95.33964,5.92,0.32,10.18,2254.34028697746,139.980541010759,7.56651573031127,0.0045045045,0.0040088845,-0.0104705371
1882-02-01,95.75131,5.79,0.32,10.28,2243.10632406938,135.638730229543,7.49644104895572,0.0046056419,-0.0049832596,-0.0264116034
1882-03-01,96.16535,5.78,0.32,10.28,2252.80582828727,135.404466446763,7.49644104895572,0.0046136101,0.0043241393,0.0028864944
1882-04-01,96.58178,5.78,0.32,10.37,2241.79970599695,134.161971391145,7.42765239535752,0.0046136101,-0.0048855175,-0.0045625647
1882-05-01,97.00062,5.71,0.32,10.47,2231.0663708644,131.333062909611,7.36017165167699,0.0046701693,-0.0047878207,-0.0164156008
1882-06-01,97.42189,5.68,0.32,10.56,2220.56450695508,129.465838721909,7.29385006883993,0.0046948357,-0.0047071051,-0.0095226366
1882-07-01,97.84559,6.00,0.32,10.47,2250.50107370404,138.003218468944,7.36017165167699,0.0044444444,0.0134815119,0.0703875522
1882-08-01,98.27175,6.18,0.32,10.56,2239.93562631474,140.862479454471,7.29385006883993,0.0043149946,-0.0046947089,0.0250337939
1882-09-01,98.70038,6.24,0.32,10.28,2312.19237186454,146.180600454637,7.49644104895572,0.0042735043,0.0322584027,0.0420274968
1882-10-01,99.13149,6.07,0.32,10.18,2343.99999376225,143.527345259342,7.56651573031127,0.0043931906,0.0137564773,-0.0137573382
1882-11-01,99.56511,5.81,0.32,10.09,2376.46763208065,138.675855345675,7.63791285897006,0.0045897877,0.0138513816,-0.0292120631
1882-12-01,100.00125,5.84,0.32,9.99,2409.59500612099,140.718590729629,7.71060771121256,0.0045662100,0.0139397539,0.0192964987
1883-01-01,100.43992,5.81,0.32,9.99,2420.16513794573,139.995721256703,7.72988423049059,0.0046012622,0.0043866840,-0.0005357241
1883-02-01,100.86583,5.68,0.32,10.09,2407.51373771591,135.572953246719,7.67848927103334,0.0047197770,-0.0052274946,-0.0268723886
1883-03-01,101.29564,5.75,0.32,9.99,2440.78427343214,138.549982310851,7.7708468339564,0.0046739130,0.0138194583,0.0266327846
1883-04-01,101.72941,5.87,0.32,9.90,2474.81048081393,142.801752545844,7.86504371347041,0.0045897217,0.0139406861,0.0352773492
1883-05-01,102.16715,5.77,0.32,9.80,2509.59533595163,141.732101530612,7.96352639795918,0.0046822646,0.0140555632,-0.0028081968
1883-06-01,102.60891,5.82,0.33,9.51,2596.05400802367,147.248750391231,8.22265358713921,0.0046534937,0.0344512403,0.0435765662
1883-07-01,103.05473,5.73,0.33,9.32,2660.55531940783,147.930930922478,8.41115136030427,0.0047382199,0.0248459050,0.0093710642
1883-08-01,103.50463,5.47,0.33,9.32,2672.17045849366,141.218532660725,8.43438658505649,0.0049771481,0.0043656822,-0.0403980701
1883-09-01,103.95866,5.53,0.33,9.23,2711.56692620309,144.239688020631,8.54222383847319,0.0049352019,0.0147432465,0.0263286784
1883-10-01,104.41686,5.38,0.33,9.23,2723.51801577244,140.327219086979,8.56309033945267,0.0050851921,0.0044074478,-0.0220395819
1883-11-01,104.87925,5.46,0.33,9.13,2764.05581938144,143.896386732846,8.67595064330641,0.0050244200,0.0148843530,0.0304590269
1883-12-01,105.34588,5.34,0.33,9.23,2747.74982626757,139.283894038006,8.60743165403405,0.0051498127,-0.0058992995,-0.0269044508
1884-01-01,105.81678,5.18,0.33,9.23,2760.03253143366,135.11059384211,8.56309033945267,0.0052815315,0.0044700959,-0.0246810153
1884-02-01,106.42478,5.32,0.33,9.23,2775.89098443985,138.762231513519,8.52135733749371,0.0051174812,0.0057457486,0.0321445082
1884-03-01,107.02582,5.30,0.33,9.23,2791.56801684825,138.240568989032,8.47701602291233,0.0051100629,0.0056475678,0.0013506644
1884-04-01,107.61975,5.06,0.32,9.04,2866.14253131333,134.758548066464,8.61016572922686,0.0053244401,0.0267142029,-0.0198636863
1884-05-01,108.20641,4.65,0.32,8.85,2943.75300571672,126.503150246919,8.75184159880297,0.0057652330,0.0270783723,-0.0554954287
1884-06-01,108.78564,4.46,0.32,8.85,2959.51103374937,121.334204322851,8.70559313527183,0.0059790732,0.0053530402,-0.0348811418
1884-07-01,109.35730,4.46,0.32,8.75,3007.37957302619,122.652200183243,8.75340702204626,0.0059473094,0.0161744757,0.0168098347
1884-08-01,109.92122,4.74,0.32,8.75,3022.88772999503,130.352338311339,8.70940623274285,0.0055678622,0.0051567009,0.0683481312
1884-09-01,110.47726,4.59,0.32,8.66,3071.57256788297,127.614662564635,8.75786899953374,0.0057189542,0.0161054072,-0.0152831680
1884-10-01,111.02527,4.44,0.31,8.56,3121.11372081905,124.816136920199,8.80740894078788,0.0058802553,0.0161289215,-0.0160492440
1884-11-01,111.56510,4.35,0.31,8.37,3207.55267657894,125.064690857655,8.96153198628303,0.0059712644,0.0276949075,0.0079626250
1884-12-01,112.09660,4.34,0.31,8.28,3259.88530262191,126.211701035306,9.01512150252188,0.0059523810,0.0163154378,0.0151237160
1885-01-01,112.61963,4.24,0.30,8.28,3275.09559167599,123.303597324815,8.84645148731341,0.0059787736,0.0046658970,-0.0170627011
1885-02-01,113.01237,4.37,0.30,8.37,3249.16246086624,125.639700930564,8.57627523743416,0.0056884058,-0.0079182821,0.0246343543
1885-03-01,113.40679,4.38,0.29,8.18,3336.34368603362,128.856354362141,8.60513325363615,0.0055650685,0.0268319071,0.0311672739
1885-04-01,113.80290,4.37,0.29,8.28,3309.50642365553,127.084132148454,8.33753333797749,0.0054672006,-0.0080439142,-0.0082862710
1885-05-01,114.20072,4.32,0.28,8.09,3399.22101478892,128.586188756529,8.3581022691744,0.0054166667,0.0271081484,0.0172360542
1885-06-01,114.60024,4.30,0.28,7.90,3493.30784003753,131.074979419694,8.38270217218974,0.0053294574,0.0276789373,0.0246844961
1885-07-01,115.00147,4.46,0.27,7.99,3463.808010688,134.333788250137,8.10821878855088,0.0050298954,-0.0084446693,0.0298920685
1885-08-01,115.40444,4.71,0.26,7.99,3475.94509389334,141.863709116176,7.93051265611236,0.0046585280,0.0035039711,0.0607123396
1885-09-01,115.80913,4.65,0.26,7.90,3530.15801010886,141.74387309339,7.84925748850494,0.0046146953,0.0155965974,0.0037699689
1885-10-01,116.21557,4.92,0.25,7.90,3542.54720014038,149.974162498813,7.67245867905512,0.0042632114,0.0035095285,0.0623277275
1885-11-01,116.62375,5.24,0.25,7.99,3512.67046635217,157.827141352179,7.40341819548962,0.0039090331,-0.0084336869,0.0562712448
1885-12-01,117.03369,5.20,0.24,8.18,3443.04454086839,152.980146731309,7.06062215682966,0.0038461538,-0.0198213656,-0.0268646262
1886-01-01,117.44540,5.20,0.24,7.99,3537.41833951137,156.622354013613,7.17752056950845,0.0038189103,0.0274099848,0.0276272760
1886-02-01,117.70309,5.30,0.24,7.99,3545.17988755569,159.634322360028,7.1293290759658,0.0037216981,0.0021941278,0.0229524673
1886-03-01,117.97670,5.19,0.24,7.90,3596.23090874512,158.204451904235,7.16340003805305,0.0037732820,0.0144001215,-0.0051838799
1886-04-01,118.26632,5.12,0.23,7.80,3649.02503345698,157.974043217132,7.1983094301869,0.0037972005,0.0146804046,0.0023408023
1886-05-01,118.57207,5.02,0.23,7.61,3749.91966585502,158.76080326811,7.32766496358988,0.0038462815,0.0276497507,0.0088265937
1886-06-01,118.89407,5.25,0.23,7.52,3807.70112709769,168.136486734048,7.36597941882496,0.0036507937,0.0154087198,0.0627061982
1886-07-01,119.23244,5.33,0.23,7.61,3770.80446559226,168.564757254787,7.22013772631666,0.0035694184,-0.0096900099,0.0061165783
1886-08-01,119.58732,5.37,0.23,7.71,3735.33837128216,167.733220932164,7.08102815369117,0.0035180012,-0.0094054451,-0.0014150366
1886-09-01,119.95885,5.51,0.23,7.71,3746.94308661022,172.106154066336,7.02792825134765,0.0034029038,0.0031067374,0.0294736673
1886-10-01,120.34717,5.65,0.22,7.71,3759.07227330702,176.479087200508,6.97482834900414,0.0032935103,0.0032370886,0.0287018588
1886-11-01,120.75243,5.79,0.22,7.71,3771.73070285492,180.85202033468,6.92485197032789,0.0031908463,0.0033674345,0.0279696073
1886-12-01,121.17479,5.64,0.22,7.80,3738.76408972785,174.018281981372,6.78794716948615,0.0032505910,-0.0087404472,-0.0345357624
1887-01-01,121.61443,5.58,0.22,7.99,3662.98812103549,168.067833729992,6.70162957077478,0.0033228793,-0.0202676518,-0.0308715064
1887-02-01,122.32939,5.54,0.23,8.09,3641.17368517983,164.89988095166,6.69719733106923,0.0033844765,-0.0059553663,-0.0154647744
1887-03-01,123.03938,5.67,0.23,8.09,3662.30663187084,168.769372742945,6.77161063474778,0.0033436214,0.0058038832,0.0268093254
1887-04-01,123.74425,5.80,0.23,8.09,3683.28739060016,172.638864534229,6.84602393842633,0.0033045977,0.0057288373,0.0262322873
1887-05-01,124.44387,5.90,0.23,8.09,3704.11193303786,175.615396681371,6.92043724210487,0.0032838983,0.0056537924,0.0205252776
1887-06-01,125.13812,5.73,0.24,7.99,3769.12043477586,172.585786249616,7.07812561407673,0.0034176847,0.0175503610,-0.0138337095
1887-07-01,125.82684,5.59,0.24,7.90,3835.5233369652,170.397473245602,7.23960642143659,0.0035405486,0.0176176122,-0.0091390182
1887-08-01,126.50991,5.45,0.24,7.99,3810.43846906776,164.152274879652,7.22872403139751,0.0036697248,-0.0065401422,-0.0329810439
1887-09-01,127.18720,5.38,0.24,7.90,3876.99052832412,163.996137041385,7.39201918820368,0.0037561958,0.0174657221,0.0028050190
