,AUS,AUT,BEL,CAN,DNK,FRA,DEU,ITA,JPN,NLD,NOR,ESP,SWE,CHE,GBR,USA,ALL AVERAGE,16 COUNTRIES AVERAGE,NO JPN CHE AVERAGE
1970,0.0652617803145046,0.08285701771326419,0.13955011733632605,0.16230361476261015,0.10132740145224867,0.13493407120956386,0.1286215547525628,0.12148442241889852,0.08347547511583064,0.12417147017354956,0.057470588963535546,,0.12171229796878145,0.086361328717657,0.1308613225848695,0.15791885011402748,0.12784944018718747,0.12784944018718747,0.12968835324835237
1971,0.13016709023390863,0.09391800410761313,0.10963565896577228,0.05731997699716434,0.11996292258159438,0.10637093709052482,0.11169226206958265,0.12490695500442632,0.11506254014045648,0.09620394726532691,0.07045818835278772,,0.11103873975639901,0.06806153876799897,0.09752041031213886,0.06877625323801483,0.10282954062016388,0.10282954062016388,0.10102641940009449
1972,-0.005962579941978091,0.032318946469308,0.023402686635726568,0.030271329846566237,0.0735703121312602,-0.006622406653244986,-0.05742822366941142,0.07705955609639516,0.027058456950301034,0.020559136621528588,0.06667438566272374,,0.09555233940171491,0.018267204073389397,-0.01304577833854399,-0.015945874997994554,2.638399593385563e-05,2.638399593385563e-05,-0.0007951767094733317
1973,-0.08694591542141483,0.015599773586270307,-0.023969038985264732,-0.01463537730132012,-0.025424793389203358,-0.03911700613428525,0.09233370660568523,-0.03282246243031626,-0.00015404683503061252,-0.005384802682479149,0.01812928180842737,,0.0041587856124174535,-0.06660215605092036,-0.025683865806493768,0.012854782864716372,-0.014270260096144924,-0.015486046210868664,-0.014632227710961353
1974,0.13984821625114613,0.10339509724884684,0.14646813028801378,0.12396081739466439,0.2074366018821045,0.21571701222606654,0.2530807242677482,0.02650267927602484,0.1198777657425562,0.1471077471983163,0.06176639061908115,,0.042152602245229605,0.2043046284530226,0.18288853960159523,0.12284987043670556,0.1693956229139606,0.17431606821867546,0.16234137024549072
1975,0.07954986153632836,0.1365917404206083,0.022980971790660346,0.06783150250792692,0.11323777396830961,0.09492583406461025,0.1263023913220515,0.05052813937194091,0.11473947660432753,0.13321685369539932,0.07484822133324723,,0.08987269898178965,0.16954477579397842,0.13581721477987774,0.11623906816417248,0.0992651350274428,0.09951719425524934,0.08657738415434221
1976,0.08037623411044374,0.08796255031977426,0.14319237934479043,0.13643988355792222,0.08555635291809152,0.07099386947464027,0.13762038802411694,0.06797740855995305,0.16609336874996838,0.14662736825672004,0.06573712334641801,,0.0379477728163702,0.0711079752726994,0.2542187185017842,0.08103924218656876,0.0860191155872164,0.09406542865544885,0.09311409672973539
1977,0.1437117186743492,0.11230322344018116,0.10001011988742609,0.053093211135957476,0.09767330209557477,0.12924930405390284,0.09139314704226051,0.18515953489641215,0.135056278464536,0.02104330676798618,0.0244648880431471,,0.13465891733726085,0.10568037657628533,0.12079856779089161,0.006130937153219648,0.09742781750306108,0.09272548630456114,0.08985289965590143
1978,0.06997780567157655,0.0938264412863717,-0.004595563101149608,0.017254541561146686,0.10006763454392535,0.06879565633614303,-0.03751249820641132,0.15572926478568427,-0.018588547488943452,-0.022519891227935983,0.04300530391572153,,0.09423741077816067,0.01661910509130109,0.05527581679135694,0.0068051417746310275,0.029019812736313422,0.030603877388881776,0.034153635404544774
1979,0.011786515852910285,0.022283322575833188,-0.021235758221777017,0.019943268415784955,0.10660892920229863,-0.025727885071389574,-0.0024992658477178214,0.04706627749923453,0.031891198894246506,0.09442465016503557,0.01007221393267698,0.05117207638021884,0.004983903736440103,-0.07401489737816423,0.06890589570403163,0.006589091419749089,0.01540651339106636,0.012556839557980622,0.015031819096964735
1980,0.013082487864801848,0.032375487591964465,0.055854120817565946,-0.016535402754910482,0.13747372417070344,0.021700738424713758,-0.003545126588320468,0.026235499262317538,0.12507035727746335,0.05628509875098472,0.02965187047531197,0.16718032731779173,0.0563445545931113,-0.03881371373218025,0.14597731710756479,0.006407524633952361,0.0496719725401595,0.043030064911305635,0.04110480805582687
1981,0.0767631328323004,0.13767777574685824,0.15091519567494976,0.2326009689314152,0.14616405701878313,0.17398184046740314,0.1874539095625392,0.16554124602405845,0.11292761801240471,0.2035369033050101,0.06438331199149445,0.15160470398934625,0.1384270774024717,0.15078513611038125,0.22354633903942045,0.21835099194916768,0.14620254031873609,0.15689369607427162,0.16077245875053028
1982,0.2620812117295602,0.18286015541271583,0.23197468921643707,0.2918605991355928,0.4357836308479018,0.24729574040862623,0.17407399116153902,0.2699728342854487,0.11546018507084926,0.19643547869776606,0.16880974878998867,0.09062942131438648,0.17848127249845586,0.07697923993881337,0.22207774559469487,0.23850284543836686,0.2088331073648356,0.207814284294498,0.20718626464646572
1983,0.15318574617469316,0.08869016177267622,0.09902088557202746,0.07116165450617504,0.16745599892878146,0.1796612511098746,0.08405995215280666,0.2659583277727068,0.09995567390722182,0.09380619403495948,0.15148309735547302,0.24224540738513614,0.11760148795757085,0.035083030950753914,0.10312770936436201,0.05962505156383203,0.11393100221855035,0.12438725667286012,0.13178624240321318
1984,0.07449738327546698,0.09194060850824294,0.18999268710432016,0.20465444362311988,0.2592787236914924,0.19178188928487933,0.12524457056811408,0.22987705778656264,0.12382321067037062,0.11579856845330222,0.11567503820578542,0.292630648474973,0.07058283974038086,0.034566152218432365,0.0849102723756345,0.2191402488533011,0.13795346775377226,0.146533645104934,0.1526603820650455
1985,0.14362357705251605,0.09332377509748468,0.20690279953255175,0.16437746642626044,0.17828870488063234,0.2272396604643907,0.1217738674496813,0.2218342438329362,0.11855982405753375,0.11817694257831757,0.07632401122150494,0.2005497854284316,0.28056689364456877,0.0774986634433898,0.1506361831364928,0.2296747575430544,0.1486657285398352,0.16717406442817845,0.17638119533106747
1986,0.1727681925003666,0.0949660991087053,0.11720518033425349,0.09524323770909789,0.0607317082558774,0.05197999618362379,0.0644390714827687,0.16322563556268418,0.0883368694268113,0.0672428621172997,0.126237520234512,0.021584930486568173,0.07060926045068201,0.05725600850706034,0.13547563873152763,0.05329974121323759,0.0887633756770707,0.0866999599469765,0.09266189135176485
1987,0.17434928121183405,0.07728959846336472,0.09452369528382676,0.07671912300417155,0.17946519307999761,0.11403299069528895,0.050158270592331064,0.10535479162926133,0.04484051297778031,0.07518271592271533,0.16669687325500188,0.21269556420993674,0.12007260400289813,0.054422029933091046,0.08270625876575989,0.059554597977199294,0.08483827802225485,0.10543891457106976,0.11027161103787829
1988,0.023762069955244998,0.05476324992956312,0.03486685559575179,0.0733611988982964,0.08860957870300028,0.07870589705383395,0.009808194377650058,0.03504152941247808,-0.0005203593243090006,0.0006610578015037324,0.22179246776294967,0.022713817677387893,0.09982679497004189,-0.06424217783906144,0.029335157217324742,0.07944975849226274,0.04658257142330928,0.04502313842445556,0.05605353896986264
1989,0.1759129106900914,-0.0055745631186652255,0.030084122660007057,0.05662510122549995,0.05165764744333175,0.040483989889468296,-0.00733804114192464,0.11369161833285263,-0.049986784519601084,0.0005740233607479419,0.10840455320874083,0.10811748086135604,0.02885040841853399,-0.026866676876202082,0.0386839447364571,0.09743802549400622,0.054095698001807364,0.05228541844021525,0.06393475096368115
1990,0.26769988833963154,0.08527633632404251,0.1263808663167769,0.19926745895003134,0.1650254649978925,0.1364971221969637,0.0819117761699691,0.14515856076192482,0.11730785932424717,0.08513806806140213,0.14481446116995672,0.23871699168262325,0.2346665992398411,0.08479458779045872,0.21315415444873723,0.14710789132249408,0.12863019506265244,0.15522559599964128,0.16227575825857257
1991,0.21145954473398249,0.09519743656947699,0.11219479906805295,0.16917901708315805,0.07133915033420529,0.09098155087167863,0.09700403940080797,0.10973251272405765,0.15825834962440996,0.10477922780817459,0.08113538640009627,0.13893706626500885,0.10544702635968296,0.09381026579869367,0.15966098608818788,0.14843552676403377,0.10931701289432182,0.11794815763830059,0.12116563098393113
1992,0.18067835535690532,0.16864678442592618,0.14868781992417088,0.14747460121024059,0.1492032954933543,0.16862578710561268,0.1567283398784737,0.25017247150481386,0.1273034558709729,0.17887735927973528,0.2752348600378968,0.18096353171464674,0.21044019635107558,0.1538410504393706,0.19873838633403137,0.12497027518515766,0.17315755329090202,0.17587822283726354,0.18153064873670113
