,NAV,Change
1974-09-01,2875.9091282503855,0.006411113447610806
1974-10-01,2894.346907936618,0.005694394926958207
1974-11-01,2910.8284622860297,0.005498457709256278
1974-12-01,2926.833529484809,0.005792466228931944
1975-01-01,2943.7871138620553,0.005851132824840258
1975-02-01,2961.0116032733154,0.007779515388129428
1975-03-01,2984.04683860541,0.005810015974074903
1975-04-01,3001.384198405095,0.006183257170321096
1975-05-01,3019.942528770772,0.008638592797711238
1975-06-01,3046.030582549313,0.005865983216121829
1975-07-01,3063.898546822341,0.006044097565109364
1975-08-01,3082.417048568932,0.007053026137612631
1975-09-01,3104.1574165795114,0.0066391689517828366
1975-10-01,3124.7664421211125,0.005858032837398349
1975-11-01,3143.0714265482584,0.006378214357933171
1975-12-01,3163.118609849078,0.00560510624143032
1976-01-01,3180.8482257115274,0.02015033695208858
1976-02-01,3244.943389253068,0.007523695935083158
1976-03-01,3269.357356640366,0.006734189420622658
1976-04-01,3291.3738283636885,0.007050858644206342
1976-05-01,3314.580839972721,0.005679987878108167
1976-06-01,3333.407618964776,0.005824908879763037
1976-07-01,3352.8244146043535,0.007478263268831429
1976-08-01,3377.8977182709305,0.005423493780364166
1976-09-01,3396.217725536679,0.006898884019006609
1976-10-01,3419.647837728451,0.005751688688729764
1976-11-01,3439.316587516153,0.008753643209409365
1976-12-01,3469.423137807473,0.007048321277134263
1977-01-01,3493.876746729063,0.012289238592183194
1977-02-01,3536.8138316812974,0.011959370171305935
1977-03-01,3579.111897521369,0.0098647210454013
1977-04-01,3614.418837980694,0.023286328367694814
1977-05-01,3698.5853819002946,0.016147752888091536
1977-06-01,3758.309224682728,0.010671235929583701
1977-07-01,3798.4150291156484,0.02232132228354182
1977-08-01,3883.2006751471877,0.0009223235544095536
1977-09-01,3886.782242596375,0.003310328153944584
1977-10-01,3899.6487672822936,0.01092226726380207
1977-11-01,3942.241773353507,0.00990677651465011
1977-12-01,3981.2966815688383,0.016404425247828352
1978-01-01,4046.6075653710614,0.013657478020726116
1978-02-01,4101.874019253621,0.002477338037135328
1978-03-01,4112.035747785055,0.007904119404177052
1978-04-01,4144.537769329792,0.005857565241816683
1978-05-01,4168.814669710815,0.0018414580713097097
1978-06-01,4176.491367132148,0.005913345986830036
1978-07-01,4201.1884055970095,0.0025604806506102267
1978-08-01,4211.945467219109,0.005826529304176025
1978-09-01,4236.486490911452,0.005522530234349325
1978-10-01,4259.882615644923,0.00989550565428662
1978-11-01,4302.036308154635,0.003312859258211477
1978-12-01,4316.288348967267,0.005785508430228415
1979-01-01,4341.260271597514,0.007104797051116427
1979-02-01,4372.1040447732885,-0.004895630717709912
1979-03-01,4350.699837910673,-0.009969551041903658
1979-04-01,4307.32531380862,-0.011399590614777386
1979-05-01,4258.223568586534,0.00515321022771482
1979-06-01,4280.167089832071,0.0006740080098371224
1979-07-01,4283.051956734059,0.006281439821069345
1979-08-01,4309.955689850797,0.0033919658469604395
1979-09-01,4324.574912352684,0.005814962292172834
1979-10-01,4349.722152397691,-0.006509858125997456
1979-11-01,4321.406078298074,0.0009282010537319367
1979-12-01,4325.417211973554,0.006328864729390938
1980-01-01,4352.792192406314,0.011371975355131776
1980-02-01,4402.2920379443685,-0.013863906751411751
1980-03-01,4341.259071637825,-0.024451094582767053
1980-04-01,4235.110535468913,0.007869164272760474
1980-05-01,4268.437315985817,0.04941317486516182
1980-06-01,4479.354355481606,0.010823954124414994
1980-07-01,4527.838681532337,-0.0017197841866261256
1980-08-01,4520.051776168244,0.002841876272240234
1980-09-01,4532.897204060234,0.0010637530554889793
1980-10-01,4537.71908731127,0.01717225130617256
1980-11-01,4615.6419398353955,-0.0016961294917258254
1980-12-01,4607.813213417994,0.007175016398582978
1981-01-01,4640.874348785876,0.023813400764661583
1981-02-01,4751.389349551951,0.007756327083420874
1981-03-01,4788.242679447759,0.022511077680008332
1981-04-01,4896.0311823555385,0.002464319796923549
1981-05-01,4908.096568924572,-0.002342859549213969
1981-06-01,4896.597588009603,0.008274468442379876
1981-07-01,4937.114330226622,0.0019343093838091242
1981-08-01,4946.664236804518,0.003715873987591761
1981-09-01,4965.04541776741,0.012314003691347539
1981-10-01,5026.185005369506,0.010671529732679812
1981-11-01,5079.822088096256,0.016083861305703273
1981-12-01,5161.525242018844,0.014576972911043441
1982-01-01,5236.76465565142,0.00799036877029797
1982-02-01,5278.608336413337,0.007956656829522828
1982-03-01,5320.608411483637,0.012597623283871751
1982-04-01,5387.635431892507,0.007847599888947353
1982-05-01,5429.915439109515,-0.0061566580943669185
1982-06-01,5396.485306269594,-0.007248998056546976
1982-07-01,5357.366194772261,0.011912603768550495
1982-08-01,5421.18637549361,0.00785516267542316
1982-09-01,5463.7706763669,0.005362041117293758
1982-10-01,5493.0676393890435,0.006475032196226722
1982-11-01,5528.635429210139,0.015757171539177307
1982-12-01,5615.751086045776,0.02327774689597928
1983-01-01,5746.47311845757,-0.0027200435284173113
1983-02-01,5730.842461440486,0.012670215982039155
1983-03-01,5803.453473185978,0.00797609262065111
1983-04-01,5849.742355607748,0.007534080226848341
1983-05-01,5893.81478382129,0.0023442940998544145
1983-06-01,5907.631619044637,0.010395619319815488
1983-07-01,5969.04510843793,0.002316432087320485
1983-08-01,5982.871996057779,0.008278968547126671
1983-09-01,6032.4040051346265,0.013186483644420311
1983-10-01,6111.95020188487,0.007964505603639236
1983-11-01,6160.628863516946,0.009194096401833473
1983-12-01,6217.270279184038,0.009070367789196098
1984-01-01,6273.6632072610755,0.006461117743987553
