,NAV,Change,XIUSA000MJ,index_change
1871,52.26102931843188,0.03161949344948455,,
1872,53.91349659262936,0.017526194583312754,,
1873,54.85839502457855,0.052726992834746446,,
1874,57.75091322596519,0.08392478065357685,,
1875,62.59764595099807,0.07939063086198941,,
1876,67.56731255352327,0.05138840334755111,,
1877,71.03948886413377,0.047988213909871014,,
1878,74.44854705179372,0.05198694603388683,,
1879,78.31889964967661,0.04811049974038086,,
1880,82.08686105093929,0.05510933863221093,,
1881,86.61061367385075,0.029330472434201393,,
1882,89.1509438907209,0.02112407657860224,,
1883,91.03417525652316,0.02015933364106268,,
1884,92.86936356825838,0.037883002762637,,
1885,96.38753392487905,0.03909395552594622,,
1886,100.1557038893939,0.0008627660262490504,,
1887,100.24211482804473,0.01270991006694359,,
1888,101.51618309242942,0.043014486856306426,,
1889,105.88284961576112,0.02005497982664474,,
1890,108.00632802879286,-0.00027164139358692654,,
1891,107.97698903933092,0.0349400025794504,,
1892,111.74970531488643,-0.013921302895345825,,
1893,110.19400381873226,0.04446522719878756,,
1894,115.09380523447625,0.058466238777348294,,
1895,121.82290713310876,0.006138605171475096,,
1896,122.57072986084019,0.05094300237591946,,
1897,128.81485084335915,0.036125748832918476,,
1898,133.4683837908762,0.050612939910043356,,
1899,140.22361107957443,0.014460886983575583,,
1900,142.251368871825,0.02508160549243076,,
1901,145.81926158662637,0.011764460605951267,,
1902,147.53474654515114,0.004130925157247259,,
1903,148.1442015412226,0.017449693614173863,,
1904,150.72927246883336,0.02211236373179134,,
1905,154.06225296669248,0.021456293448337906,,
1906,157.3678578756579,-0.004775257403342465,,
1907,156.61638584728902,0.009888215044019159,,
1908,158.1650423499641,0.04789298454196994,,
1909,165.74003827831095,0.015354866260302422,,
1910,168.28495440005182,0.03372568542800998,,
1911,173.96047983441497,0.03477145120372156,,
1912,180.00933817035332,-0.0014184019889511017,,
1913,179.75401256706272,0.06192713293520258,,
1914,190.88566319893928,0.0405344940715384,,
1915,198.62311698221836,0.0599107901386601,,
1916,210.52278486042658,0.02709341108429964,,
1917,216.2265652132617,0.006564130269638919,,
1918,217.64590455507812,0.04224548491716271,,
1919,226.8404613332419,-0.006284110328454402,,
1920,225.41497084726632,0.023029875046914085,,
1921,230.60624945958264,0.106484128877682,,
1922,255.16215504703572,0.03376237457346738,,
1923,263.7770353027069,0.06351003424760839,,
1924,280.52952384851443,0.05548208822041528,,
1925,296.0938876391088,0.047124837983487225,,
1926,310.0472641220027,0.054937663217508474,,
1927,327.08053629984715,0.02307572803839085,,
1928,334.62815780215345,-0.006927575559959587,,
1929,332.30999595448895,0.0524006693681865,,
1930,349.7232621802435,0.0368356011196313,,
1931,362.6055287681712,0.010392270848352824,,
1932,366.37382363424024,0.08139591018941542,,
1933,396.1951544785256,0.06632478427969397,,
1934,422.4727126319738,0.07543887407975175,,
1935,454.34357840234844,0.05596745265730225,,
1936,479.77203111673117,0.040063265485930935,,
1937,498.9932653720851,0.05139070834104857,,
1938,524.6368827369694,0.05800104239650306,,
1939,555.0663688153655,0.05077286165633065,,
1940,583.2486767693099,0.056540667753038745,,
1941,616.2259464199229,-0.00522700978740994,,
1942,613.00492736673,0.03972964622362883,,
1943,637.3593962643515,0.0396419348449487,,
1944,662.6255559238788,0.04825728229628669,,
1945,694.6020644328313,0.05131988738072492,,
1946,730.2489641539432,0.028214539668349234,,
1947,750.8526025208356,0.01696174305945715,,
1948,763.5883714403187,0.04144467166814114,,
1949,795.2350407842733,0.031271257078212295,,
1950,820.103040182241,0.0072732996448773846,,
1951,826.0678953331613,0.019543434684020946,,
1952,842.2120992901716,0.017195266985891616,,
1953,856.6941611962144,0.06126737191043797,,
1954,909.1815609837236,0.01907502974362982,,
1955,926.5242263018479,0.004341123025935594,,
1956,930.546381954734,-0.013830190238263986,,
1957,917.6767484667718,0.06660708456275376,,
1958,978.8005212531709,-0.038043316871720814,,
1959,941.563702868931,-0.012964605044959415,,
1960,929.3567013365658,0.11576372272936174,,
1961,1036.9424928267663,0.022674381243552744,,
1962,1060.4545222367603,0.06333131037951784,,
1963,1127.6144967279,0.014668735849322318,,
1964,1144.155175920268,0.041552452041149726,,
1965,1191.6976289953282,0.00798157843237305,,
1966,1201.2092570888274,0.04653409146769044,,
1967,1257.1064385300353,-0.020291760991710265,,
