,NAV,Change,XIUSA000MJ,index_change
1968,1231.5975351382438,0.01788828663059192,,
1969,1253.6287048603272,-0.04871246479656989,,
1970,1192.561360706849,0.1841513352739665,,
1971,1412.1731276771536,0.08308878903655557,,
1972,1529.5088827658135,0.027672216714690237,100.0,-0.010100000000000052
1973,1571.8337840367528,0.032394282838171966,98.99,0.05404586321850701
1974,1622.7522122114335,0.038408753047138165,104.34,0.07609737396971437
1975,1685.0801011869596,0.061304144456547235,112.28,0.07944424652654081
1976,1788.3824951309782,0.11803267311839423,121.2,0.08580858085808574
1977,1999.4700615894312,0.027193791647370135,131.6,0.04673252279635263
1978,2053.8432338494486,0.010772260508308795,137.75,0.041016333938294056
1979,2075.967768207702,-0.0033448432641082584,143.4,0.04260808926080882
1980,2069.023981401707,0.014240025513052458,149.51,0.08226874456558098
1981,2098.4869356839845,0.02669465919224291,161.81,0.11414622087633644
1982,2154.5053292514426,0.3816544023823588,180.28,0.24583980474816947
1983,2976.781773116509,0.04085684696774999,224.6,0.09318788958147822
1984,3098.403690477118,0.1345488242987412,245.53,0.14372989044108658
1985,3515.290264233695,0.24754934628136818,280.82,0.16861334662773314
1986,4385.498071134004,0.23268644219570975,328.17,0.13331505012645883
1987,5405.944014562323,-0.022209382132248916,371.92,0.05221553022155291
1988,5285.881338157365,0.06063389650326754,391.34,0.04742679000357746
1989,5606.3849201437515,0.1456097532560301,409.9,0.10863625274457192
1990,6422.729245024211,0.09207427253290652,454.43,0.11295469049138478
1991,7014.097367935639,0.1573883141657884,505.76,0.11805994938310668
1992,8118.034328069723,0.10648558961646222,565.47,0.10065962827382524
1993,8982.488000020909,0.1320916663715318,622.39,0.07283214704606443
1994,10168.999808105958,-0.07067249147338552,667.72,-0.011516803450548216
1995,9450.331255874731,0.22768219641693319,660.03,0.1355847461479024
1996,11602.003433079884,-0.0028504885895919655,749.52,0.03479560251894551
1997,11568.932054677483,0.13821762973584395,775.6,0.08736462093862815
1998,13167.962421850032,0.11243033242248258,843.36,0.07650350977044201
1999,14648.44081426539,-0.08185173913786785,907.88,-0.002973961316473593
2000,13449.440457959643,0.1732148027698253,905.18,0.11873881437946046
2001,15779.082634249631,0.06608050055019939,1012.66,0.07266012284478507
2002,16821.772312943805,0.1355503568563416,1086.24,0.08591103255265865
2003,19101.969552919465,0.0454606544889441,1179.56,0.029053206280307897
2004,19970.357590823067,0.042485232452722385,1213.83,0.0163284809240175
2005,20818.802875233174,0.028815664558157532,1233.65,0.013431686458882127
2006,21418.7105153883,0.02000888890563162,1250.22,0.03616163555214285
2007,21847.275114592587,0.13570969725730178,1295.43,0.11566815651945679
2008,24812.16220629093,0.14983919153485864,1445.27,0.07025676863146676
2009,28529.996531513338,-0.05346074211516837,1546.81,0.014785267744584092
2010,27004.761744395455,0.08082282028127784,1569.68,0.041256064930431685
2011,29187.362749601456,0.16729520036251785,1634.43882,0.0679739483916565
2012,34070.26844884952,0.04149795404642929,1745.53808,0.007871246211941697
2013,35484.11488328939,-0.04099563559285227,1759.27764,-0.0009340538199530887
2014,34029.42104019915,0.11508590591550831,1757.63438,0.03385401462163023
2015,37945.72778839073,0.008194154649173915,1817.13736,0.011633798558849742
2016,38256.66095016426,0.009597287624106256,1838.27757,
2017,38623.8211288409,,,
