Date,S&P Price,S&P Dividend,S&P Earnings,CPI,Long Rate,Real Price,Real Dividend,Real Earnings,CAPE10,Mean,Median
1896.03,4.38,0.19,0.24,6.57,3.57,160.77,6.88,8.81,17.23,16.33,16.33
1896.04,4.42,0.19,0.24,6.47,3.55,164.62,6.95,8.82,17.64,16.34,16.35
1896.05,4.4,0.19,0.23,6.37,3.53,166.32,7.02,8.82,17.83,16.35,16.36
1896.06,4.32,0.19,0.23,6.28,3.52,165.77,7.1,8.83,17.78,16.36,16.38
1896.07,4.04,0.18,0.23,6.28,3.5,155.03,7.07,8.7,16.64,16.36,16.39
1896.08,3.81,0.18,0.22,6.28,3.48,146.2,7.03,8.57,15.7,16.36,16.38
1896.09,4.01,0.18,0.22,6.28,3.47,153.88,7,8.44,16.54,16.36,16.39
1896.1,4.1,0.18,0.22,6.47,3.45,152.7,6.77,8.07,16.44,16.36,16.41
1896.11,4.38,0.18,0.21,6.66,3.43,158.47,6.54,7.72,17.09,16.36,16.44
1896.12,4.22,0.18,0.21,6.66,3.42,152.68,6.51,7.6,16.5,16.36,16.45
1897.01,4.22,0.18,0.22,6.47,3.4,157.17,6.7,8.13,17.03,16.36,16.46
1897.02,4.18,0.18,0.23,6.47,3.4,155.68,6.7,8.44,16.89,16.37,16.47
1897.03,4.19,0.18,0.24,6.47,3.39,156.05,6.7,8.75,16.96,16.37,16.48
1897.04,4.06,0.18,0.24,6.37,3.39,153.47,6.8,9.2,16.7,16.37,16.49
1897.05,4.08,0.18,0.25,6.28,3.38,156.56,6.91,9.66,17.05,16.38,16.5
1897.06,4.27,0.18,0.26,6.28,3.38,163.85,6.91,9.98,17.85,16.38,16.5
1897.07,4.46,0.18,0.27,6.28,3.38,171.14,6.91,10.3,18.65,16.39,16.5
1897.08,4.75,0.18,0.28,6.57,3.37,174.35,6.61,10.16,19.01,16.41,16.51
1897.09,4.98,0.18,0.29,6.76,3.37,177.64,6.42,10.17,19.37,16.42,16.52
1897.1,4.82,0.18,0.29,6.66,3.36,174.39,6.51,10.61,19.03,16.44,16.52
1897.11,4.65,0.18,0.3,6.66,3.36,168.24,6.51,10.92,18.36,16.44,16.52
1897.12,4.75,0.18,0.31,6.66,3.35,171.86,6.51,11.22,18.75,16.46,16.53
1898.01,4.88,0.18,0.31,6.66,3.35,176.56,6.57,11.34,19.25,16.47,16.54
1898.02,4.87,0.18,0.32,6.76,3.33,173.72,6.54,11.3,18.92,16.48,16.54
1898.03,4.65,0.19,0.32,6.76,3.31,165.87,6.6,11.41,18.04,16.49,16.54
1898.04,4.57,0.19,0.32,6.76,3.29,163.01,6.66,11.53,17.71,16.49,16.55
1898.05,4.87,0.19,0.33,7.23,3.27,162.29,6.27,10.89,17.6,16.5,16.55
1898.06,5.06,0.19,0.33,6.76,3.25,180.49,6.78,11.77,19.54,16.51,16.56
1898.07,5.08,0.19,0.33,6.66,3.23,183.8,6.94,12.06,19.86,16.53,16.58
1898.08,5.27,0.19,0.34,6.66,3.2,190.67,6.99,12.18,20.54,16.55,16.59
1898.09,5.26,0.2,0.34,6.66,3.18,190.31,7.06,12.3,20.44,16.57,16.6
1898.1,5.15,0.2,0.34,6.66,3.16,186.33,7.12,12.42,19.95,16.58,16.6
1898.11,5.32,0.2,0.35,6.66,3.14,192.48,7.17,12.54,20.53,16.6,16.61
1898.12,5.65,0.2,0.35,6.76,3.12,201.54,7.13,12.48,21.4,16.62,16.61
1899.01,6.08,0.2,0.36,6.76,3.1,216.88,7.16,12.87,22.93,16.65,16.61
1899.02,6.31,0.2,0.37,6.95,3.1,218.92,7,12.9,23.05,16.68,16.62
1899.03,6.4,0.2,0.38,6.95,3.11,222.04,7.03,13.27,23.28,16.71,16.64
1899.04,6.48,0.2,0.39,7.04,3.11,221.78,6.96,13.46,23.15,16.74,16.65
1899.05,6.21,0.2,0.4,7.04,3.12,212.53,6.99,13.83,22.09,16.77,16.67
1899.06,6.07,0.21,0.42,7.14,3.12,204.97,6.92,14.01,21.21,16.79,16.67
1899.07,6.28,0.21,0.43,7.23,3.13,209.27,6.86,14.19,21.56,16.81,16.68
1899.08,6.44,0.21,0.44,7.33,3.13,211.82,6.8,14.36,21.73,16.83,16.68
1899.09,6.37,0.21,0.45,7.61,3.13,201.66,6.57,14.17,20.59,16.85,16.69
1899.1,6.34,0.21,0.46,7.71,3.14,198.23,6.51,14.33,20.15,16.86,16.69
1899.11,6.46,0.21,0.47,7.8,3.14,199.52,6.46,14.49,20.2,16.88,16.7
1899.12,6.02,0.21,0.48,7.9,3.15,183.69,6.41,14.65,18.51,16.88,16.71
1900.01,6.1,0.22,0.48,7.9,3.15,186.13,6.64,14.65,18.67,16.89,16.72
1900.02,6.21,0.23,0.48,7.99,3.15,187.23,6.78,14.47,18.7,16.9,16.73
1900.03,6.26,0.23,0.48,7.99,3.14,188.74,7.01,14.47,18.78,16.91,16.74
1900.04,6.34,0.24,0.48,7.99,3.14,191.15,7.24,14.47,18.94,16.92,16.77
1900.05,6.04,0.25,0.48,7.8,3.13,186.55,7.64,14.83,18.4,16.92,16.8
1900.06,5.86,0.26,0.48,7.71,3.13,183.22,7.97,15.01,17.99,16.93,16.81
1900.07,5.86,0.26,0.48,7.8,3.13,180.99,8.11,14.83,17.69,16.93,16.81
1900.08,5.94,0.27,0.48,7.71,3.12,185.73,8.44,15.01,18.07,16.93,16.82
1900.09,5.8,0.28,0.48,7.8,3.12,179.14,8.57,14.83,17.34,16.94,16.82
1900.1,6.01,0.29,0.48,7.71,3.11,187.91,8.91,15.01,18.1,16.94,16.83
1900.11,6.48,0.29,0.48,7.71,3.11,202.61,9.15,15.01,19.42,16.95,16.84
1900.12,6.87,0.3,0.48,7.61,3.1,217.49,9.5,15.2,20.74,16.97,16.85
1901.01,7.07,0.3,0.48,7.71,3.1,221.06,9.43,15.06,20.98,16.98,16.86
1901.02,7.25,0.3,0.48,7.61,3.11,229.52,9.6,15.3,21.68,17,16.88
1901.03,7.51,0.31,0.49,7.61,3.11,237.75,9.66,15.35,22.35,17.03,16.89
1901.04,8.14,0.31,0.49,7.52,3.12,260.96,9.83,15.6,24.41,17.06,16.89
1901.05,7.73,0.31,0.49,7.52,3.13,247.81,9.88,15.65,23.06,17.08,16.89
1901.06,8.5,0.31,0.49,7.52,3.13,272.5,9.94,15.71,25.24,17.11,16.9
1901.07,7.93,0.31,0.49,7.61,3.14,251.05,9.87,15.57,23.14,17.14,16.9
1901.08,8.04,0.31,0.49,7.71,3.15,251.39,9.8,15.42,23.08,17.16,16.9
1901.09,8,0.32,0.5,7.8,3.15,247.08,9.73,15.29,22.59,17.18,16.9
1901.1,7.91,0.32,0.5,7.8,3.16,244.3,9.78,15.34,22.25,17.2,16.9
1901.11,8.08,0.32,0.5,7.9,3.17,246.55,9.71,15.2,22.38,17.22,16.91
1901.12,7.95,0.32,0.5,7.99,3.17,239.69,9.65,15.08,21.68,17.24,16.91
1902.01,8.12,0.32,0.51,7.9,3.18,247.77,9.79,15.59,22.34,17.26,16.92
1902.02,8.19,0.32,0.52,7.9,3.19,249.9,9.82,15.92,22.46,17.28,16.94
1902.03,8.2,0.32,0.53,7.9,3.2,250.21,9.84,16.25,22.41,17.3,16.96
1902.04,8.48,0.32,0.54,7.99,3.21,255.67,9.75,16.38,22.82,17.32,16.98
1902.05,8.46,0.32,0.55,8.09,3.22,252.07,9.66,16.51,22.43,17.34,17.01
1902.06,8.41,0.33,0.57,8.18,3.23,247.67,9.57,16.64,21.96,17.36,17.02
1902.07,8.6,0.33,0.58,8.18,3.24,253.26,9.59,16.96,22.39,17.38,17.03
1902.08,8.83,0.33,0.59,8.09,3.25,263.09,9.73,17.48,23.17,17.4,17.03
1902.09,8.85,0.33,0.6,8.18,3.26,260.62,9.64,17.6,22.86,17.42,17.03
1902.1,8.57,0.33,0.61,8.75,3.27,235.92,9.04,16.75,20.6,17.44,17.04
1902.11,8.24,0.33,0.62,8.47,3.28,234.48,9.37,17.62,20.41,17.45,17.05
1902.12,8.05,0.33,0.63,8.56,3.29,226.53,9.29,17.73,19.63,17.46,17.05
1903.01,8.46,0.33,0.62,8.66,3.3,235.45,9.23,17.3,20.32,17.47,17.05
1903.02,8.41,0.33,0.61,8.66,3.31,234.06,9.28,17.07,20.11,17.48,17.07
1903.03,8.08,0.34,0.61,8.37,3.32,232.54,9.64,17.41,19.88,17.49,17.08
1903.04,7.75,0.34,0.6,8.37,3.33,223.04,9.69,17.17,18.98,17.49,17.08
1903.05,7.6,0.34,0.59,8.18,3.33,223.81,9.96,17.32,18.95,17.5,17.09
1903.06,7.18,0.34,0.58,8.18,3.34,211.44,10.01,17.08,17.82,17.5,17.1
1903.07,6.85,0.34,0.57,8.18,3.35,201.73,10.06,16.84,16.92,17.5,17.09
1903.08,6.63,0.34,0.56,8.18,3.36,195.25,10.11,16.59,16.3,17.49,17.08
1903.09,6.47,0.35,0.56,8.28,3.37,188.34,10.04,16.16,15.65,17.48,17.08
1903.1,6.26,0.35,0.55,8.18,3.38,184.35,10.21,16.1,15.25,17.48,17.07
1903.11,6.28,0.35,0.54,8.09,3.38,187.12,10.38,16.04,15.41,17.47,17.05
1903.12,6.57,0.35,0.53,8.09,3.39,195.76,10.43,15.79,16.04,17.46,17.05
1904.01,6.68,0.35,0.53,8.28,3.4,194.46,10.09,15.33,15.86,17.46,17.05
1904.02,6.5,0.34,0.52,8.47,3.41,184.97,9.77,14.89,15.02,17.45,17.04
1904.03,6.48,0.34,0.52,8.37,3.41,186.49,9.79,14.97,15.08,17.44,17.03
1904.04,6.64,0.34,0.52,8.28,3.42,193.29,9.8,15.04,15.57,17.43,17.03
1904.05,6.5,0.33,0.51,8.09,3.43,193.67,9.93,15.29,15.53,17.43,17.03
1904.06,6.51,0.33,0.51,8.09,3.43,193.97,9.83,15.2,15.47,17.42,17.02
1904.07,6.78,0.33,0.51,8.09,3.44,202.01,9.73,15.1,16.04,17.42,17.01
1904.08,7.01,0.32,0.5,8.18,3.45,206.44,9.52,14.82,16.3,17.41,16.98
1904.09,7.32,0.32,0.5,8.28,3.45,213.09,9.32,14.56,16.74,17.41,16.96
1904.1,7.75,0.32,0.5,8.28,3.46,225.61,9.22,14.46,17.63,17.41,16.98
1904.11,8.17,0.31,0.49,8.47,3.47,232.49,8.92,14.04,18.08,17.41,17.01
1904.12,8.25,0.31,0.49,8.47,3.47,234.77,8.82,13.94,18.16,17.42,17.02
1905.01,8.43,0.31,0.51,8.47,3.48,239.89,8.87,14.37,18.46,17.42,17.03
1905.02,8.8,0.31,0.52,8.47,3.48,250.42,8.92,14.8,19.17,17.42,17.03
1905.03,9.05,0.32,0.54,8.37,3.47,260.46,9.07,15.4,19.83,17.43,17.03
1905.04,8.94,0.32,0.55,8.37,3.47,257.29,9.11,15.83,19.48,17.44,17.04
1905.05,8.5,0.32,0.57,8.28,3.46,247.44,9.27,16.45,18.63,17.44,17.05
1905.06,8.6,0.32,0.58,8.28,3.46,250.35,9.32,16.88,18.74,17.45,17.05
1905.07,8.87,0.32,0.6,8.28,3.46,258.21,9.36,17.32,19.21,17.45,17.05
1905.08,9.2,0.32,0.61,8.37,3.45,264.77,9.3,17.56,19.57,17.46,17.07
1905.09,9.23,0.33,0.63,8.28,3.45,268.69,9.46,18.19,19.74,17.47,17.08
1905.1,9.36,0.33,0.64,8.28,3.44,272.47,9.51,18.63,19.9,17.48,17.08
1905.11,9.31,0.33,0.66,8.37,3.44,267.94,9.45,18.85,19.44,17.48,17.09
1905.12,9.54,0.33,0.67,8.47,3.43,271.47,9.39,19.07,19.58,17.49,17.1
1906.01,9.87,0.34,0.68,8.47,3.43,280.87,9.56,19.28,20.13,17.5,17.1
1906.02,9.8,0.34,0.69,8.47,3.45,278.87,9.72,19.49,19.87,17.51,17.11
1906.03,9.56,0.35,0.69,8.47,3.47,272.04,9.89,19.71,19.26,17.51,17.13
1906.04,9.43,0.35,0.7,8.47,3.49,268.34,10.05,19.92,18.88,17.52,17.13
1906.05,9.18,0.36,0.71,8.56,3.51,258.33,10.11,19.91,18.05,17.52,17.13
1906.06,9.3,0.37,0.72,8.56,3.53,261.7,10.27,20.12,18.17,17.52,17.13
1906.07,9.06,0.37,0.72,8.28,3.55,263.74,10.79,21.03,18.2,17.52,17.13
1906.08,9.73,0.38,0.73,8.47,3.57,276.88,10.72,20.77,18.97,17.53,17.16
1906.09,10.03,0.38,0.74,8.56,3.59,282.25,10.76,20.75,19.2,17.53,17.19
1906.1,9.73,0.39,0.75,8.75,3.61,267.85,10.69,20.51,18.1,17.54,17.2
1906.11,9.93,0.39,0.75,8.85,3.63,270.42,10.74,20.49,18.14,17.54,17.21
1906.12,9.84,0.4,0.76,8.94,3.65,265.12,10.78,20.48,17.66,17.54,17.21
1907.01,9.56,0.4,0.75,8.85,3.67,260.34,10.98,20.47,17.22,17.54,17.22
1907.02,9.26,0.41,0.74,9.04,3.69,246.86,10.84,19.82,16.22,17.53,17.21
1907.03,8.35,0.41,0.74,8.94,3.7,224.97,11.05,19.8,14.69,17.52,17.21
1907.04,8.39,0.41,0.73,8.94,3.72,226.05,11.14,19.58,14.67,17.51,17.2
1907.05,8.1,0.42,0.72,9.13,3.74,213.69,10.99,18.95,13.79,17.5,17.19
1907.06,7.84,0.42,0.71,9.23,3.75,204.7,10.97,18.54,13.14,17.49,17.16
1907.07,8.14,0.42,0.7,9.23,3.77,212.53,11.05,18.32,13.59,17.48,17.13
1907.08,7.53,0.43,0.69,9.23,3.79,196.6,11.14,18.1,12.51,17.46,17.13
1907.09,7.45,0.43,0.69,9.23,3.8,194.52,11.23,17.89,12.33,17.45,17.13
1907.1,6.64,0.43,0.68,9.32,3.82,171.6,11.2,17.49,10.83,17.43,17.13
1907.11,6.25,0.44,0.67,8.94,3.84,168.39,11.77,18.01,10.59,17.4,17.13
1907.12,6.57,0.44,0.66,8.75,3.85,180.86,12.11,18.17,11.33,17.39,17.11
1908.01,6.85,0.44,0.65,8.66,3.87,190.64,12.15,18.18,11.9,17.37,17.1
1908.02,6.6,0.43,0.65,8.56,3.86,185.73,12.19,18.2,11.55,17.35,17.1
1908.03,6.87,0.43,0.64,8.56,3.85,193.32,12.1,18.01,11.98,17.33,17.09
1908.04,7.24,0.43,0.63,8.66,3.84,201.5,11.88,17.63,12.45,17.32,17.08
1908.05,7.63,0.42,0.63,8.66,3.83,212.35,11.78,17.44,13.08,17.31,17.08
1908.06,7.64,0.42,0.62,8.66,3.82,212.63,11.69,17.26,13.05,17.29,17.07
1908.07,7.92,0.42,0.61,8.75,3.82,218.02,11.47,16.88,13.35,17.28,17.05
1908.08,8.26,0.41,0.61,8.75,3.81,227.38,11.38,16.7,13.88,17.27,17.05
1908.09,8.17,0.41,0.6,8.75,3.8,224.91,11.29,16.52,13.7,17.26,17.05
1908.1,8.27,0.41,0.59,8.85,3.79,225.21,11.08,16.16,13.69,17.25,17.04
1908.11,8.83,0.4,0.59,8.94,3.78,237.9,10.87,15.81,14.44,17.24,17.03
1908.12,9.03,0.4,0.58,9.04,3.77,240.73,10.66,15.46,14.58,17.23,17.03
1909.01,9.06,0.4,0.6,8.94,3.76,244.1,10.87,16.03,14.76,17.23,17.03
1909.02,8.8,0.41,0.61,9.04,3.77,234.6,10.84,16.26,14.17,17.22,17.02
1909.03,8.92,0.41,0.63,9.04,3.79,237.8,10.93,16.66,14.34,17.21,17.01
1909.04,9.32,0.41,0.64,9.23,3.8,243.34,10.79,16.71,14.65,17.2,16.98
1909.05,9.63,0.42,0.66,9.32,3.81,248.87,10.77,16.93,14.95,17.19,16.96
1909.06,9.8,0.42,0.67,9.42,3.82,250.7,10.74,17.14,15.04,17.19,16.94
1909.07,9.94,0.42,0.69,9.42,3.84,254.28,10.83,17.52,15.23,17.18,16.92
1909.08,10.18,0.43,0.7,9.51,3.85,257.82,10.81,17.73,15.42,17.18,16.92
1909.09,10.19,0.43,0.72,9.61,3.86,255.52,10.78,17.93,15.25,17.17,16.92
1909.1,10.23,0.43,0.73,9.8,3.87,251.54,10.65,17.95,14.99,17.17,16.91
1909.11,10.18,0.44,0.75,9.9,3.89,247.9,10.63,18.14,14.75,17.16,16.91
1909.12,10.3,0.44,0.76,9.99,3.9,248.44,10.61,18.33,14.75,17.15,16.9
1910.01,10.08,0.44,0.76,9.9,3.91,245.47,10.78,18.45,14.55,17.14,16.9
1910.02,9.72,0.45,0.76,9.9,3.92,236.7,10.84,18.39,14,17.14,16.9
1910.03,9.96,0.45,0.75,10.09,3.92,237.97,10.69,17.98,14.05,17.13,16.9
1910.04,9.72,0.45,0.75,10.18,3.93,230.07,10.65,17.75,13.56,17.12,16.9
1910.05,9.56,0.45,0.75,9.99,3.93,230.59,10.91,18.03,13.57,17.11,16.89
1910.06,9.1,0.46,0.75,9.9,3.94,221.6,11.08,18.14,13.02,17.09,16.89
1910.07,8.64,0.46,0.74,9.9,3.95,210.4,11.14,18.08,12.34,17.08,16.89
1910.08,8.85,0.46,0.74,9.8,3.95,217.61,11.31,18.2,12.75,17.07,16.88
1910.09,8.91,0.46,0.74,9.7,3.96,221.23,11.48,18.31,12.94,17.06,16.86
1910.1,9.32,0.47,0.74,9.42,3.96,238.42,11.9,18.8,13.92,17.05,16.85
1910.11,9.31,0.47,0.73,9.23,3.97,243.08,12.21,19.13,14.16,17.04,16.84
1910.12,9.05,0.47,0.73,9.23,3.97,236.29,12.27,19.06,13.74,17.03,16.83
1911.01,9.27,0.47,0.72,9.23,3.98,242.04,12.27,18.75,14.05,17.02,16.82
1911.02,9.43,0.47,0.71,8.94,3.98,254.07,12.66,19.04,14.72,17.02,16.82
1911.03,9.32,0.47,0.7,9.04,3.99,248.46,12.53,18.53,14.37,17.01,16.81
1911.04,9.28,0.47,0.68,8.75,3.99,255.46,12.94,18.81,14.75,17,16.81
1911.05,9.48,0.47,0.67,8.75,3.99,260.97,12.94,18.49,15.05,17,16.8
1911.06,9.67,0.47,0.66,8.75,3.99,266.2,12.94,18.17,15.33,16.99,16.77
1911.07,9.63,0.47,0.65,8.85,4,262.25,12.8,17.65,15.08,16.99,16.74
1911.08,9.17,0.47,0.64,9.13,4,241.92,12.4,16.8,13.9,16.98,16.74
1911.09,8.67,0.47,0.63,9.23,4,226.37,12.27,16.32,13,16.97,16.74
1911.1,8.72,0.47,0.61,9.23,4,227.68,12.27,16.01,13.07,16.96,16.73
1911.11,9.07,0.47,0.6,9.13,4.01,239.28,12.4,15.87,13.73,16.95,16.72
1911.12,9.11,0.47,0.59,9.04,4.01,242.86,12.53,15.73,13.93,16.94,16.71
1912.01,9.12,0.47,0.6,9.13,4.01,240.6,12.42,15.81,13.79,16.93,16.7
1912.02,9.04,0.47,0.61,9.23,4.05,236.03,12.32,15.88,13.53,16.92,16.69
1912.03,9.3,0.47,0.62,9.42,4.08,237.91,12.09,15.8,13.64,16.92,16.69
1912.04,9.59,0.47,0.63,9.7,4.12,238.12,11.75,15.56,13.65,16.91,16.68
1912.05,9.58,0.47,0.64,9.7,4.16,237.87,11.77,15.79,13.65,16.9,16.68
1912.06,9.58,0.48,0.65,9.61,4.19,240.22,11.91,16.17,13.79,16.89,16.67
1912.07,9.59,0.48,0.65,9.61,4.23,240.47,11.93,16.4,13.8,16.88,16.67
1912.08,9.81,0.48,0.66,9.7,4.27,243.58,11.84,16.47,13.98,16.87,16.65
1912.09,9.86,0.48,0.67,9.8,4.3,242.44,11.74,16.54,13.93,16.87,16.64
1912.1,9.84,0.48,0.68,9.8,4.34,241.95,11.76,16.76,13.91,16.86,16.62
1912.11,9.73,0.48,0.69,9.8,4.38,239.25,11.78,16.99,13.75,16.85,16.61
1912.12,9.38,0.48,0.7,9.7,4.41,232.9,11.92,17.38,13.39,16.84,16.61
1913.01,9.3,0.48,0.69,9.8,4.45,228.67,11.8,17.07,13.15,16.83,16.61
1913.02,8.97,0.48,0.69,9.8,4.43,220.56,11.8,16.92,12.68,16.82,16.6
1913.03,8.8,0.48,0.68,9.8,4.4,216.38,11.8,16.78,12.44,16.81,16.6
1913.04,8.79,0.48,0.68,9.8,4.38,216.13,11.8,16.64,12.43,16.8,16.59
1913.05,8.55,0.48,0.67,9.7,4.35,212.4,11.92,16.66,12.22,16.79,16.58
1913.06,8.12,0.48,0.67,9.8,4.33,199.66,11.8,16.35,11.49,16.77,16.56
1913.07,8.23,0.48,0.66,9.9,4.31,200.32,11.68,16.05,11.53,16.76,16.55
1913.08,8.45,0.48,0.65,9.9,4.28,205.67,11.68,15.9,11.85,16.75,16.55
1913.09,8.53,0.48,0.65,10,4.26,205.55,11.57,15.6,11.84,16.73,16.54
1913.1,8.26,0.48,0.64,10,4.23,199.04,11.57,15.46,11.47,16.72,16.54
1913.11,8.05,0.48,0.64,10.1,4.21,192.06,11.45,15.17,11.07,16.71,16.54
1913.12,8.04,0.48,0.63,10,4.18,193.74,11.57,15.18,11.17,16.69,16.53
1914.01,8.37,0.48,0.62,10,4.16,201.69,11.45,14.96,11.64,16.68,16.52
1914.02,8.48,0.47,0.61,9.9,4.17,206.4,11.44,14.89,11.91,16.67,16.52
1914.03,8.32,0.47,0.6,9.9,4.17,202.51,11.32,14.66,11.69,16.66,16.52
1914.04,8.12,0.46,0.59,9.8,4.18,199.66,11.31,14.59,11.52,16.64,16.51
1914.05,8.17,0.46,0.58,9.9,4.19,198.86,11.07,14.22,11.48,16.63,16.5
1914.06,8.13,0.45,0.58,9.9,4.19,197.89,10.95,14,11.43,16.62,16.5
1914.07,7.68,0.45,0.57,10,4.2,185.06,10.72,13.63,10.69,16.6,16.5
1914.08,7.68,0.44,0.56,10.2,4.21,181.43,10.39,13.15,10.49,16.59,16.49
1914.09,7.68,0.44,0.55,10.2,4.21,181.43,10.28,12.93,10.5,16.57,16.48
1914.1,7.68,0.43,0.54,10.1,4.22,183.23,10.26,12.84,10.61,16.56,16.47
1914.11,7.68,0.43,0.53,10.2,4.23,181.43,10.04,12.5,10.52,16.54,16.46
1914.12,7.35,0.42,0.52,10.1,4.23,175.36,10.02,12.41,10.17,16.53,16.45
1915.01,7.48,0.42,0.55,10.1,4.24,178.46,10.04,13.12,10.36,16.51,16.44
1915.02,7.38,0.42,0.58,10,4.22,177.83,10.16,13.98,10.33,16.5,16.41
1915.03,7.57,0.42,0.61,9.9,4.21,184.25,10.28,14.85,10.71,16.48,16.39
1915.04,8.14,0.42,0.64,10,4.19,196.15,10.2,15.42,11.4,16.47,16.38
1915.05,7.95,0.42,0.67,10.1,4.18,189.67,10.12,15.98,11.03,16.46,16.36
1915.06,8.04,0.43,0.7,10.1,4.16,191.82,10.14,16.7,11.15,16.44,16.35
1915.07,8.01,0.43,0.73,10.1,4.15,191.1,10.16,17.42,11.11,16.43,16.33
1915.08,8.35,0.43,0.76,10.1,4.13,199.22,10.18,18.13,11.58,16.42,16.32
1915.09,8.66,0.43,0.79,10.1,4.11,206.61,10.2,18.85,12.01,16.41,16.3
1915.1,9.14,0.43,0.82,10.2,4.1,215.93,10.12,19.37,12.55,16.4,16.3
1915.11,9.46,0.43,0.85,10.3,4.08,221.32,10.04,19.89,12.86,16.39,16.3
1915.12,9.48,0.43,0.88,10.3,4.07,221.78,10.06,20.59,12.88,16.38,16.3
1916.01,9.33,0.44,0.93,10.4,4.05,216.18,10.21,21.65,12.54,16.37,16.3
1916.02,9.2,0.45,0.99,10.4,4.07,213.16,10.47,22.9,12.35,16.37,16.29
1916.03,9.17,0.46,1.04,10.5,4.08,210.44,10.61,23.91,12.18,16.36,16.29
1916.04,9.07,0.47,1.1,10.6,4.1,206.19,10.76,24.94,11.91,16.34,16.28
1916.05,9.27,0.48,1.15,10.7,4.11,208.76,10.9,25.92,12.03,16.33,16.26
1916.06,9.36,0.5,1.21,10.8,4.13,208.84,11.04,26.89,12,16.32,16.24
1916.07,9.23,0.51,1.26,10.8,4.14,205.94,11.29,28.09,11.79,16.31,16.22
1916.08,9.3,0.52,1.31,10.9,4.16,205.6,11.42,29.03,11.73,16.3,16.21
1916.09,9.68,0.53,1.37,11.1,4.17,210.14,11.45,29.7,11.94,16.29,16.2
1916.1,9.98,0.54,1.42,11.3,4.19,212.82,11.48,30.32,12.05,16.28,16.2
1916.11,10.21,0.55,1.48,11.5,4.2,213.94,11.51,30.93,12.05,16.27,16.19
1916.12,9.8,0.56,1.53,11.6,4.22,203.58,11.63,31.78,11.41,16.26,16.18
1917.01,9.57,0.57,1.51,11.7,4.23,197.1,11.76,31.08,10.99,16.25,16.17
1917.02,9.03,0.58,1.49,12,4.26,181.33,11.68,29.88,10.06,16.24,16.17
1917.03,9.31,0.59,1.47,12,4.29,186.95,11.9,29.48,10.33,16.22,16.16
1917.04,9.17,0.6,1.45,12.6,4.32,175.37,11.54,27.67,9.64,16.21,16.12
1917.05,8.86,0.61,1.43,12.8,4.34,166.79,11.56,26.85,9.14,16.19,16.08
1917.06,9.04,0.63,1.41,13,4.37,167.56,11.58,26.04,9.15,16.17,16.07
1917.07,8.79,0.64,1.38,12.8,4.4,165.48,11.97,26.05,9,16.16,16.07
1917.08,8.53,0.65,1.36,13,4.43,158.11,11.99,25.26,8.57,16.14,16.06
1917.09,8.12,0.66,1.34,13.3,4.46,147.12,11.91,24.33,7.95,16.12,16.05
1917.1,7.68,0.67,1.32,13.5,4.49,137.08,11.93,23.6,7.39,16.1,16.05
1917.11,7.04,0.68,1.3,13.5,4.51,125.66,12.12,23.22,6.75,16.08,16.04
1917.12,6.8,0.69,1.28,13.7,4.54,119.6,12.14,22.51,6.41,16.06,16.04
1918.01,7.21,0.68,1.26,14,4.57,124.1,11.7,21.62,6.64,16.04,16.04
1918.02,7.43,0.67,1.23,14.1,4.56,126.98,11.45,21.05,6.78,16.02,16.01
1918.03,7.28,0.66,1.21,14,4.56,125.3,11.36,20.79,6.69,16,15.99
1918.04,7.21,0.65,1.18,14.2,4.55,122.35,11.03,20.07,6.52,15.98,15.99
1918.05,7.44,0.64,1.16,14.5,4.55,123.64,10.64,19.26,6.58,15.95,15.99
1918.06,7.45,0.63,1.14,14.7,4.54,122.12,10.33,18.61,6.5,15.93,15.97
1918.07,7.51,0.62,1.11,15.1,4.54,119.85,9.89,17.73,6.37,15.91,15.96
1918.08,7.58,0.61,1.09,15.4,4.53,118.61,9.54,17.01,6.3,15.89,15.95
1918.09,7.54,0.6,1.06,15.7,4.52,115.73,9.21,16.32,6.15,15.87,15.95
1918.1,7.86,0.59,1.04,16,4.52,118.38,8.89,15.63,6.29,15.85,15.95
1918.11,8.06,0.58,1.01,16.3,4.51,119.15,8.57,14.99,6.33,15.83,15.95
1918.12,7.9,0.57,0.99,16.5,4.51,115.37,8.32,14.46,6.13,15.81,15.95
1919.01,7.85,0.57,0.99,16.5,4.5,114.64,8.28,14.39,6.1,15.79,15.94
1919.02,7.88,0.56,0.98,16.2,4.54,117.21,8.38,14.58,6.24,15.76,15.92
1919.03,8.12,0.56,0.98,16.4,4.58,119.31,8.23,14.33,6.36,15.74,15.9
1919.04,8.39,0.56,0.97,16.7,4.62,121.06,8.03,14,6.46,15.72,15.89
1919.05,8.97,0.55,0.97,16.9,4.66,127.9,7.89,13.76,6.83,15.7,15.88
1919.06,9.21,0.55,0.96,16.9,4.7,131.32,7.84,13.69,7.02,15.69,15.87
1919.07,9.51,0.55,0.96,17.4,4.74,131.7,7.57,13.23,7.05,15.67,15.86
1919.08,8.87,0.54,0.95,17.7,4.77,120.76,7.4,12.93,6.48,15.65,15.83
1919.09,9.01,0.54,0.95,17.8,4.81,121.97,7.31,12.79,6.56,15.63,15.8
1919.1,9.47,0.54,0.94,18.1,4.85,126.08,7.15,12.51,6.79,15.61,15.79
1919.11,9.19,0.53,0.94,18.5,4.89,119.7,6.95,12.18,6.47,15.59,15.78
