Date,S&P Price,S&P Dividend,S&P Earnings,CPI,Long Rate,Real Price,Real Dividend,Real Earnings,CAPE10,Mean,Median
1999.02,1246.58,16.37,38.16,164.5,5,1826.05,23.97,55.89,40.4,15.29,15.13
1999.03,1281.66,16.45,38.38,165,5.23,1871.75,24.02,56.05,41.36,15.31,15.13
1999.04,1334.76,16.45,39.26,166.2,5.18,1935.22,23.85,56.92,42.7,15.33,15.13
1999.05,1332.07,16.45,40.14,166.2,5.54,1931.32,23.85,58.2,42.56,15.35,15.13
1999.06,1322.55,16.45,41.02,166.2,5.9,1917.52,23.85,59.47,42.18,15.37,15.14
1999.07,1380.99,16.51,42,166.7,5.79,1996.24,23.87,60.71,43.83,15.39,15.15
1999.08,1327.49,16.58,42.98,167.1,5.94,1914.31,23.9,61.98,41.93,15.41,15.16
1999.09,1318.17,16.64,43.96,167.9,5.92,1891.82,23.88,63.09,41.32,15.42,15.16
1999.1,1300.01,16.66,45.36,168.2,6.11,1862.42,23.86,64.99,40.55,15.44,15.17
1999.11,1391,16.67,46.77,168.3,6.03,1991.6,23.87,66.96,43.21,15.46,15.19
1999.12,1428.68,16.69,48.17,168.3,6.28,2045.54,23.9,68.97,44.2,15.48,15.19
2000.01,1425.59,16.71,49.1,168.8,6.66,2035.07,23.86,70.09,43.77,15.5,15.19
2000.02,1388.87,16.74,50.02,169.8,6.52,1970.98,23.75,70.99,42.19,15.52,15.19
2000.03,1442.21,16.76,50.95,171.2,6.26,2029.94,23.59,71.71,43.22,15.54,15.2
2000.04,1461.36,16.74,51.27,171.3,5.99,2055.69,23.55,72.13,43.53,15.56,15.21
2000.05,1418.48,16.72,51.6,171.5,6.44,1993.05,23.49,72.5,41.97,15.58,15.22
2000.06,1461.96,16.7,51.92,172.4,6.1,2043.41,23.34,72.57,42.78,15.6,15.23
2000.07,1473,16.58,52.51,172.8,6.05,2054.08,23.13,73.23,42.76,15.61,15.23
2000.08,1485.46,16.47,53.11,172.8,5.83,2071.45,22.96,74.06,42.87,15.63,15.24
2000.09,1468.05,16.35,53.7,173.7,5.8,2036.57,22.68,74.5,41.9,15.65,15.24
2000.1,1390.14,16.32,52.47,174,5.74,1925.16,22.61,72.66,39.37,15.67,15.25
2000.11,1378.04,16.3,51.23,174.1,5.72,1907.31,22.56,70.91,38.78,15.68,15.25
2000.12,1330.93,16.27,50,174,5.24,1843.16,22.53,69.24,37.27,15.7,15.25
2001.01,1335.63,16.17,48.48,175.1,5.16,1838.05,22.25,66.72,36.98,15.71,15.25
2001.02,1305.75,16.07,46.96,175.8,5.1,1789.78,22.03,64.37,35.83,15.73,15.26
2001.03,1185.85,15.97,45.44,176.2,4.89,1621.74,21.84,62.14,32.33,15.74,15.27
2001.04,1189.84,15.88,42.56,176.9,5.14,1620.76,21.63,57.97,32.17,15.75,15.27
2001.05,1270.37,15.78,39.67,177.7,5.39,1722.66,21.4,53.8,34.07,15.76,15.27
2001.06,1238.71,15.69,36.79,178,5.28,1676.9,21.24,49.8,33.07,15.78,15.27
2001.07,1204.45,15.71,33.96,177.5,5.24,1635.12,21.32,46.11,32.16,15.79,15.27
2001.08,1178.5,15.72,31.14,177.5,4.97,1599.89,21.35,42.27,31.4,15.8,15.28
2001.09,1044.64,15.74,28.31,178.3,4.73,1411.8,21.27,38.26,27.67,15.81,15.28
2001.1,1076.59,15.74,27.1,177.7,4.57,1459.89,21.34,36.75,28.58,15.81,15.28
2001.11,1129.68,15.74,25.9,177.4,4.65,1534.48,21.38,35.18,30.01,15.82,15.28
2001.12,1144.93,15.74,24.69,176.7,5.09,1561.35,21.46,33.67,30.5,15.83,15.29
2002.01,1140.21,15.74,24.69,177.1,5.04,1551.4,21.41,33.6,30.28,15.84,15.3
2002.02,1100.67,15.73,24.7,177.8,4.91,1491.71,21.32,33.47,29.09,15.85,15.3
2002.03,1153.79,15.73,24.7,178.8,5.28,1554.95,21.2,33.29,30.29,15.86,15.3
2002.04,1111.93,15.83,25.38,179.8,5.21,1490.2,21.22,34.01,29.01,15.87,15.31
2002.05,1079.25,15.94,26.06,179.8,5.16,1446.41,21.36,34.93,28.13,15.88,15.33
2002.06,1014.02,16.04,26.74,179.9,4.93,1358.23,21.48,35.82,26.39,15.89,15.33
2002.07,903.59,15.96,27.84,180.1,4.65,1208.97,21.35,37.25,23.46,15.89,15.34
2002.08,912.55,15.88,28.94,180.7,4.26,1216.9,21.18,38.59,23.59,15.9,15.35
2002.09,867.81,15.8,30.04,181,3.87,1155.32,21.03,39.99,22.37,15.9,15.36
2002.1,854.63,15.89,29.22,181.3,3.94,1135.9,21.12,38.84,21.96,15.91,15.37
2002.11,909.93,15.98,28.41,181.3,4.05,1209.4,21.24,37.76,23.35,15.91,15.38
2002.12,899.18,16.07,27.59,180.9,4.03,1197.75,21.41,36.75,23.1,15.92,15.39
2003.01,895.84,16.12,28.5,181.7,4.05,1188.05,21.38,37.8,22.9,15.92,15.39
2003.02,837.03,16.17,29.41,183.1,3.9,1101.57,21.28,38.7,21.21,15.93,15.39
2003.03,846.63,16.22,30.32,184.2,3.81,1107.55,21.22,39.66,21.31,15.93,15.4
2003.04,890.03,16.2,31.73,183.8,3.96,1166.86,21.24,41.6,22.43,15.93,15.4
2003.05,935.96,16.19,33.14,183.5,3.57,1229.08,21.26,43.52,23.59,15.94,15.41
2003.06,988,16.17,34.55,183.7,3.33,1296,21.21,45.32,24.83,15.94,15.41
2003.07,992.54,16.31,35.89,183.9,3.98,1300.54,21.37,47.03,24.87,15.95,15.41
2003.08,989.53,16.45,37.24,184.6,4.45,1291.68,21.47,48.61,24.64,15.96,15.41
2003.09,1019.44,16.59,38.58,185.2,4.27,1326.41,21.59,50.2,25.24,15.96,15.41
2003.1,1038.73,16.86,41.97,185,4.29,1352.97,21.96,54.66,25.68,15.97,15.41
2003.11,1049.9,17.12,45.35,184.5,4.3,1371.23,22.36,59.23,25.95,15.98,15.42
2003.12,1080.64,17.39,48.74,184.3,4.27,1412.91,22.74,63.73,26.64,15.98,15.42
2004.01,1132.52,17.6,49.83,185.2,4.15,1473.54,22.9,64.83,27.66,15.99,15.42
2004.02,1143.36,17.81,50.91,186.2,4.08,1479.66,23.05,65.89,27.65,16,15.42
2004.03,1123.98,18.02,52,187.4,3.83,1445.26,23.17,66.86,26.89,16.01,15.42
2004.04,1133.36,18.21,53.38,188,4.35,1452.67,23.34,68.42,26.9,16.01,15.42
2004.05,1102.78,18.41,54.77,189.1,4.72,1405.26,23.46,69.79,25.9,16.02,15.43
2004.06,1132.76,18.6,56.15,189.7,4.73,1438.89,23.63,71.32,26.4,16.03,15.44
2004.07,1105.85,18.79,56.69,189.4,4.5,1406.94,23.9,72.12,25.7,16.03,15.46
2004.08,1088.94,18.97,57.23,189.5,4.28,1384.69,24.13,72.77,25.17,16.04,15.46
2004.09,1117.66,19.16,57.77,189.9,4.13,1418.22,24.31,73.31,25.67,16.05,15.47
2004.1,1117.21,19.25,58.03,190.9,4.1,1410.22,24.3,73.25,25.41,16.05,15.47
2004.11,1168.94,19.35,58.29,191,4.19,1474.74,24.41,73.54,26.47,16.06,15.47
2004.12,1199.21,19.44,58.55,190.3,4.23,1518.5,24.62,74.14,27.14,16.07,15.47
2005.01,1181.41,19.7,59.11,190.7,4.22,1492.82,24.9,74.69,26.59,16.07,15.48
2005.02,1199.63,19.97,59.66,191.8,4.17,1507.15,25.09,74.96,26.74,16.08,15.48
2005.03,1194.9,20.23,60.22,193.3,4.5,1489.56,25.22,75.07,26.34,16.09,15.48
2005.04,1164.43,20.46,61.23,194.6,4.34,1441.88,25.34,75.82,25.41,16.09,15.48
2005.05,1178.28,20.7,62.25,194.4,4.14,1460.53,25.65,77.16,25.65,16.1,15.48
2005.06,1202.25,20.93,63.26,194.5,4,1489.47,25.93,78.37,26.07,16.11,15.48
2005.07,1222.24,21.11,64.33,195.4,4.18,1507.27,26.03,79.33,26.29,16.11,15.48
2005.08,1224.27,21.29,65.4,196.4,4.26,1502.08,26.12,80.24,26.1,16.12,15.49
2005.09,1225.92,21.47,66.47,198.8,4.2,1485.95,26.02,80.57,25.73,16.13,15.49
2005.1,1191.96,21.72,67.59,199.2,4.46,1441.88,26.27,81.76,24.88,16.13,15.51
2005.11,1237.37,21.97,68.71,197.6,4.54,1508.94,26.79,83.79,25.93,16.14,15.52
2005.12,1262.07,22.22,69.83,196.8,4.47,1545.31,27.21,85.5,26.44,16.15,15.52
2006.01,1278.73,22.41,70.78,198.3,4.42,1553.87,27.23,86.01,26.47,16.15,15.53
2006.02,1276.65,22.59,71.72,198.7,4.57,1548.22,27.4,86.98,26.25,16.16,15.53
2006.03,1293.74,22.78,72.67,199.8,4.72,1560.31,27.47,87.64,26.33,16.17,15.53
2006.04,1302.17,23,73.28,201.5,4.99,1557.22,27.5,87.63,26.15,16.17,15.53
2006.05,1290.01,23.22,73.88,202.5,5.11,1535.06,27.63,87.92,25.65,16.18,15.53
2006.06,1253.17,23.44,74.49,202.9,5.11,1488.28,27.84,88.47,24.75,16.19,15.54
2006.07,1260.24,23.66,75.85,203.5,5.09,1492.27,28.02,89.82,24.7,16.19,15.54
2006.08,1287.15,23.88,77.21,203.9,4.88,1521.14,28.22,91.25,25.05,16.2,15.56
2006.09,1317.74,24.1,78.57,202.9,4.72,1564.97,28.62,93.31,25.64,16.2,15.57
2006.1,1363.38,24.36,79.55,201.8,4.73,1628,29.09,94.99,26.54,16.21,15.57
2006.11,1388.64,24.62,80.53,201.5,4.6,1660.63,29.44,96.3,26.93,16.22,15.57
2006.12,1416.42,24.88,81.51,201.8,4.56,1691.33,29.71,97.33,27.28,16.23,15.58
2007.01,1424.16,25.08,82.06,202.416,4.76,1695.4,29.86,97.68,27.21,16.23,15.6
2007.02,1444.8,25.29,82.6,203.499,4.72,1710.82,29.94,97.81,27.32,16.24,15.6
2007.03,1406.95,25.49,83.15,205.352,4.56,1650.96,29.91,97.57,26.23,16.25,15.6
2007.04,1463.64,25.72,83.74,206.686,4.69,1706.4,29.98,97.63,26.98,16.25,15.6
2007.05,1511.14,25.94,84.33,207.949,4.75,1751.08,30.06,97.72,27.55,16.26,15.61
2007.06,1514.19,26.17,84.92,208.352,5.1,1751.22,30.27,98.21,27.42,16.27,15.61
2007.07,1520.71,26.44,82.81,208.299,5,1759.21,30.59,95.8,27.41,16.28,15.61
2007.08,1454.62,26.71,80.71,207.917,4.67,1685.84,30.96,93.54,26.15,16.28,15.62
2007.09,1497.12,26.98,78.6,208.49,4.52,1730.33,31.18,90.84,26.73,16.29,15.62
2007.1,1539.66,27.23,74.46,208.936,4.53,1775.7,31.4,85.88,27.32,16.3,15.62
2007.11,1463.39,27.48,70.32,210.177,4.15,1677.77,31.51,80.62,25.73,16.3,15.62
2007.12,1479.22,27.73,66.18,210.036,4.1,1697.06,31.81,75.93,25.96,16.31,15.63
2008.01,1378.76,27.92,64.25,211.08,3.74,1573.98,31.87,73.35,24.02,16.31,15.64
2008.02,1354.87,28.11,62.32,211.693,3.74,1542.23,32,70.94,23.5,16.32,15.65
2008.03,1316.94,28.3,60.39,213.528,3.51,1486.17,31.94,68.15,22.61,16.32,15.65
2008.04,1370.47,28.44,57.38,214.823,3.68,1537.26,31.9,64.37,23.36,16.33,15.66
2008.05,1403.22,28.57,54.38,216.632,3.88,1560.85,31.78,60.49,23.7,16.33,15.66
2008.06,1341.25,28.71,51.37,218.815,4.1,1477.03,31.62,56.57,22.42,16.34,15.66
2008.07,1257.33,28.76,49.56,219.964,4.01,1377.39,31.5,54.3,20.91,16.34,15.66
2008.08,1281.47,28.8,47.76,219.086,3.89,1409.46,31.68,52.53,21.4,16.34,15.67
2008.09,1216.95,28.85,45.95,218.783,3.69,1340.35,31.78,50.61,20.36,16.34,15.68
2008.1,968.8,28.7,35.59,216.573,3.81,1077.92,31.93,39.6,16.39,16.34,15.68
2008.11,883.04,28.54,25.24,212.425,3.53,1001.69,32.38,28.63,15.26,16.34,15.68
2008.12,877.56,28.39,14.88,210.228,2.42,1005.88,32.54,17.06,15.38,16.34,15.67
2009.01,865.58,28.01,12.21,211.143,2.52,987.84,31.97,13.93,15.17,16.34,15.66
2009.02,805.23,27.64,9.53,212.193,2.87,914.42,31.38,10.83,14.12,16.34,15.66
2009.03,757.13,27.26,6.86,212.709,2.82,857.71,30.88,7.77,13.32,16.34,15.66
2009.04,848.15,26.7,7.08,213.24,2.93,958.43,30.18,8,14.98,16.34,15.66
2009.05,902.41,26.15,7.29,213.856,3.29,1016.81,29.46,8.22,16,16.34,15.66
2009.06,926.12,25.59,7.51,215.693,3.72,1034.64,28.59,8.39,16.38,16.34,15.66
2009.07,935.82,25.03,9.19,215.351,3.56,1047.14,28,10.28,16.69,16.34,15.66
2009.08,1009.73,24.46,10.86,215.834,3.59,1127.31,27.31,12.13,18.09,16.34,15.67
2009.09,1044.55,23.9,12.54,215.969,3.4,1165.46,26.67,13.99,18.83,16.34,15.68
2009.1,1067.66,23.4,25.35,216.177,3.39,1190.09,26.09,28.26,19.36,16.34,15.68
2009.11,1088.07,22.91,38.16,216.33,3.4,1211.99,25.52,42.51,19.81,16.35,15.69
2009.12,1110.38,22.41,50.97,215.949,3.59,1239.02,25.01,56.88,20.32,16.35,15.7
2010.01,1123.58,22.24,54.29,216.687,3.73,1249.48,24.73,60.37,20.53,16.35,15.7
2010.02,1089.16,22.07,57.61,216.741,3.69,1210.9,24.54,64.05,19.92,16.35,15.71
2010.03,1152.05,21.9,60.93,217.631,3.73,1275.58,24.25,67.46,21,16.36,15.72
2010.04,1197.32,21.95,62.99,218.009,3.85,1323.41,24.26,69.62,21.8,16.36,15.72
2010.05,1125.06,21.99,65.04,218.178,3.42,1242.58,24.29,71.84,20.48,16.36,15.73
2010.06,1083.36,22.04,67.1,217.965,3.2,1197.69,24.37,74.18,19.74,16.36,15.73
2010.07,1079.8,22.14,68.69,218.011,3.01,1193.5,24.47,75.92,19.67,16.37,15.74
2010.08,1087.28,22.25,70.27,218.312,2.7,1200.11,24.56,77.57,19.77,16.37,15.75
2010.09,1122.08,22.35,71.86,218.439,2.65,1237.8,24.66,79.27,20.38,16.37,15.76
2010.1,1171.58,22.48,73.69,218.711,2.54,1290.8,24.76,81.19,21.24,16.37,15.76
2010.11,1198.89,22.6,75.52,218.803,2.76,1320.33,24.89,83.17,21.7,16.38,15.76
2010.12,1241.53,22.73,77.35,219.179,3.29,1364.95,24.99,85.04,22.4,16.38,15.76
2011.01,1282.62,22.96,78.67,220.223,3.39,1403.44,25.13,86.08,22.98,16.39,15.76
2011.02,1321.12,23.2,79.99,221.309,3.58,1438.47,25.26,87.1,23.49,16.39,15.77
2011.03,1304.49,23.43,81.31,223.467,3.41,1406.65,25.26,87.68,22.9,16.39,15.77
2011.04,1331.51,23.73,82.16,224.906,3.46,1426.6,25.43,88.03,23.14,16.4,15.78
2011.05,1338.31,24.04,83.02,225.964,3.17,1427.17,25.63,88.53,23.06,16.4,15.78
2011.06,1287.29,24.34,83.87,225.722,3,1374.23,25.98,89.53,22.1,16.41,15.79
2011.07,1325.19,24.62,84.91,225.922,3,1413.44,26.26,90.56,22.61,16.41,15.79
2011.08,1185.31,24.9,85.94,226.545,2.3,1260.77,26.49,91.41,20.05,16.41,15.8
2011.09,1173.88,25.18,86.98,226.889,1.98,1246.72,26.74,92.38,19.7,16.42,15.8
2011.1,1207.22,25.6,86.97,226.421,2.15,1284.78,27.24,92.56,20.16,16.42,15.81
2011.11,1226.42,26.01,86.96,226.23,2.01,1306.31,27.71,92.62,20.35,16.42,15.81
2011.12,1243.32,26.43,86.95,225.672,1.98,1327.59,28.22,92.84,20.52,16.42,15.81
2012.01,1300.58,26.74,87.48,226.665,1.97,1382.64,28.42,93,21.21,16.43,15.82
2012.02,1352.49,27.04,88.01,227.663,1.97,1431.53,28.62,93.15,21.8,16.43,15.82
2012.03,1389.24,27.35,88.54,229.392,2.17,1459.34,28.73,93.01,22.05,16.43,15.82
2012.04,1386.43,27.67,88.33,230.085,2.05,1452,28.98,92.51,21.78,16.44,15.83
2012.05,1341.27,28,88.13,229.815,1.8,1406.36,29.36,92.4,20.94,16.44,15.84
2012.06,1323.48,28.32,87.92,229.478,1.62,1389.74,29.74,92.32,20.55,16.44,15.85
2012.07,1359.78,28.74,87.45,229.104,1.53,1430.19,30.23,91.97,21,16.44,15.85
2012.08,1403.45,29.17,86.97,230.379,1.68,1467.95,30.51,90.97,21.41,16.45,15.85
2012.09,1443.42,29.59,86.5,231.407,1.72,1503.05,30.81,90.07,21.78,16.45,15.86
2012.1,1437.82,30.14,86.5,231.317,1.75,1497.8,31.4,90.11,21.58,16.45,15.87
2012.11,1394.51,30.7,86.51,230.221,1.65,1459.6,32.13,90.54,20.9,16.46,15.87
2012.12,1422.29,31.25,86.51,229.601,1.72,1492.7,32.8,90.79,21.24,16.46,15.87
2013.01,1480.4,31.54,86.91,230.28,1.91,1549.11,33,90.94,21.9,16.46,15.87
2013.02,1512.31,31.82,87.3,232.166,1.98,1569.64,33.03,90.61,22.05,16.47,15.87
2013.03,1550.83,32.11,87.7,232.773,1.96,1605.42,33.24,90.79,22.42,16.47,15.87
2013.04,1570.7,32.5,88.78,232.531,1.76,1627.69,33.68,92,22.6,16.47,15.88
2013.05,1639.84,32.88,89.87,232.945,1.93,1696.31,34.02,92.96,23.41,16.48,15.88
2013.06,1618.77,33.27,90.95,233.504,2.3,1670.51,34.33,93.86,22.93,16.48,15.89
2013.07,1668.68,33.65,92.09,233.596,2.58,1721.34,34.71,95,23.49,16.49,15.89
2013.08,1670.09,34.02,93.23,233.877,2.74,1720.72,35.05,96.06,23.36,16.49,15.89
2013.09,1687.17,34.4,94.37,234.149,2.81,1736.3,35.4,97.12,23.44,16.5,15.9
2013.1,1720.03,34.6,96.31,233.546,2.62,1774.69,35.7,99.37,23.83,16.5,15.9
2013.11,1783.54,34.79,98.26,233.069,2.72,1843.98,35.97,101.59,24.64,16.51,15.9
2013.12,1807.78,34.99,100.2,233.049,2.9,1869.2,36.18,103.6,24.86,16.51,15.91
2014.01,1822.36,35.4,100.42,233.916,2.86,1877.29,36.47,103.44,24.86,16.52,15.91
2014.02,1817.04,35.82,100.63,234.781,2.71,1864.92,36.76,103.28,24.59,16.52,15.92
2014.03,1863.52,36.23,100.85,236.293,2.72,1900.38,36.95,102.84,24.96,16.53,15.93
2014.04,1864.26,36.61,101.61,237.072,2.71,1894.89,37.21,103.28,24.79,16.53,15.94
2014.05,1889.77,37,102.36,237.9,2.56,1914.13,37.47,103.68,24.94,16.54,15.94
2014.06,1947.09,37.38,103.12,238.343,2.6,1968.53,37.79,104.26,25.56,16.54,15.95
2014.07,1973.1,37.75,104.07,238.25,2.54,1995.6,38.18,105.25,25.82,16.55,15.95
2014.08,1961.53,38.12,105.01,237.852,2.42,1987.22,38.62,106.39,25.62,16.55,15.95
2014.09,1993.23,38.49,105.96,238.031,2.53,2017.82,38.96,107.27,25.92,16.56,15.95
2014.1,1937.27,38.81,104.74,237.433,2.3,1966.11,39.38,106.3,25.16,16.57,15.95
2014.11,2044.57,39.12,103.53,236.151,2.33,2086.27,39.92,105.64,26.61,16.57,15.96
2014.12,2054.27,39.44,102.31,234.812,2.21,2108.12,40.47,104.99,26.79,16.58,15.97
2015.01,2028.18,39.9,101.29,233.707,1.88,2091.19,41.14,104.44,26.49,16.58,15.99
2015.02,2082.2,40.35,100.27,234.722,1.98,2137.6,41.43,102.94,27,16.59,15.99
2015.03,2079.99,40.81,99.25,236.119,2.04,2122.7,41.65,101.29,26.73,16.6,15.99
2015.04,2094.86,41.12,97.8,236.599,1.94,2133.54,41.88,99.61,26.79,16.6,15.99
2015.05,2111.94,41.43,96.36,237.805,2.2,2140.02,41.98,97.64,26.81,16.61,15.99
2015.06,2099.29,41.74,94.91,238.638,2.36,2119.78,42.15,95.84,26.5,16.62,15.99
2015.07,2094.14,42,93.49,238.654,2.32,2114.44,42.4,94.4,26.38,16.62,16
2015.08,2039.87,42.25,92.08,238.316,2.17,2062.56,42.72,93.1,25.69,16.63,16.01
2015.09,1944.41,42.51,90.66,237.945,2.17,1969.11,43.05,91.81,24.5,16.63,16.01
2015.1,2024.81,42.8,89.28,237.838,2.07,2051.45,43.37,90.46,25.49,16.64,16.03
2015.11,2080.62,43.1,87.91,237.336,2.26,2112.45,43.76,89.25,26.23,16.64,16.04
2015.12,2054.08,43.39,86.53,236.525,2.24,2092.66,44.2,88.16,25.97,16.65,16.04
2016.01,1918.6,43.55,,236.916,2.09,1951.41,44.3,,24.21,16.65,16.04
2016.02,1904.42,43.72,,237.111,1.78,1935.39,44.43,,24.02,16.66,16.04
2016.03,2021.95,43.88,,238.132,1.89,2046.02,44.4,,25.41,16.66,16.04
2016.04,2075.54,44.07,,239.261,1.81,2090.34,44.39,,25.98,16.67,16.05
2016.05,2065.55,44.27,,240.236,1.81,2071.84,44.4,,25.77,16.68,16.05
2016.06,2083.89,44.46,,240.724,,2086,44.51,,25.97,16.68,16.05
2016.07,2102.95,,,240.967,,2102.95,,,26.2,16.69,16.06
