Date,S&P Price,S&P Dividend,CPI,Real Price,Real Dividend,Bond Price,Bond Real,Bond Change,S&P TR
1966.07,85.84,2.85,32.5,636.45,21.13,2942.443901,21816.36552,-0.03%,-0.29%
1966.08,80.65,2.87,32.7,594.31,21.15,2946.793119,21714.98158,-0.46%,-6.34%
1966.09,77.81,2.89,32.7,573.38,21.3,2953.360926,21763.37988,0.22%,-3.23%
1966.1,77.13,2.88,32.9,564.92,21.12,2973.680853,21779.90742,0.08%,-1.17%
1966.11,80.99,2.88,32.9,593.19,21.07,2988.543888,21888.76763,0.50%,5.32%
1966.12,81.33,2.87,32.9,595.68,21.02,3011.780727,22058.95947,0.78%,0.72%
1967.01,84.45,2.88,32.9,618.53,21.09,3036.75899,22241.90588,0.83%,4.13%
1967.02,87.36,2.89,32.9,639.84,21.17,3050.377915,22341.65395,0.45%,3.73%
1967.03,89.42,2.9,33,652.95,21.18,3072.597929,22436.20318,0.42%,2.32%
1967.04,90.96,2.9,33.1,662.19,21.11,3091.235943,22504.10428,0.30%,1.69%
1967.05,92.59,2.9,33.2,672.02,21.05,3102.323334,22516.79358,0.06%,1.75%
1967.06,91.43,2.9,33.3,661.61,20.99,3106.729416,22481.05907,-0.16%,-1.29%
1967.07,93.01,2.91,33.4,671.03,20.97,3105.233031,22402.95472,-0.35%,1.69%
1967.08,94.49,2.91,33.5,679.67,20.96,3116.297293,22415.66597,0.06%,1.55%
1967.09,95.81,2.92,33.6,687.12,20.94,3127.895996,22432.13436,0.07%,1.35%
1967.1,95.66,2.92,33.7,684,20.88,3139.371881,22447.62683,0.07%,-0.20%
1967.11,92.66,2.92,33.8,660.59,20.82,3148.502016,22446.3043,-0.01%,-3.17%
1967.12,95.3,2.92,33.9,677.41,20.76,3161.48757,22472.39455,0.12%,2.81%
1968.01,95.04,2.93,34.1,671.6,20.7,3185.119198,22507.5841,0.16%,-0.60%
1968.02,90.75,2.94,34.2,639.41,20.71,3201.197996,22555.06075,0.21%,-4.54%
1968.03,89.09,2.95,34.3,625.88,20.72,3212.053877,22565.56812,0.05%,-1.85%
1968.04,95.67,2.96,34.4,670.16,20.76,3224.383441,22586.33735,0.09%,7.35%
1968.05,97.87,2.98,34.5,683.58,20.79,3229.159795,22554.23038,-0.14%,2.26%
1968.06,100.5,2.99,34.7,697.9,20.76,3251.751553,22581.11863,0.12%,2.35%
1968.07,100.3,3,34.9,692.52,20.74,3278.42269,22635.86476,0.24%,-0.52%
1968.08,98.11,3.02,35,675.47,20.77,3301.097703,22727.30315,0.40%,-2.21%
1968.09,101.3,3.03,35.1,695.44,20.8,3316.418742,22767.73433,0.18%,3.21%
1968.1,103.8,3.04,35.3,708.57,20.77,3328.786456,22723.16391,-0.20%,2.14%
1968.11,105.4,3.06,35.4,717.46,20.81,3339.753736,22733.62821,0.05%,1.50%
1968.12,106.5,3.07,35.5,722.9,20.84,3343.663944,22696.13153,-0.16%,1.00%
1969.01,102,3.08,35.6,690.41,20.85,3356.865861,22721.73865,0.11%,-4.25%
1969.02,101.5,3.09,35.8,683.19,20.8,3373.103142,22704.09343,-0.08%,-0.79%
1969.03,99.3,3.1,36.1,662.83,20.69,3394.036973,22655.14978,-0.22%,-2.73%
1969.04,101.3,3.11,36.3,672.45,20.64,3414.953564,22669.17674,0.06%,1.71%
1969.05,104.6,3.12,36.4,692.45,20.65,3429.375411,22702.37101,0.15%,3.23%
1969.06,99.14,3.13,36.6,652.72,20.61,3430.879195,22588.21495,-0.50%,-5.49%
1969.07,94.71,3.14,36.8,620.16,20.54,3436.340841,22501.21585,-0.39%,-4.73%
1969.08,94.18,3.14,37,613.36,20.47,3461.582664,22543.9781,0.19%,-0.82%
1969.09,94.51,3.15,37.1,613.85,20.46,3477.522812,22586.745,0.19%,0.36%
1969.1,95.52,3.15,37.3,617.08,20.37,3507.267958,22657.79727,0.31%,0.80%
1969.11,96.21,3.16,37.5,618.23,20.28,3523.467226,22641.04872,-0.07%,0.46%
1969.12,91.11,3.16,37.7,582.35,20.2,3539.591644,22623.99946,-0.08%,-5.53%
1970.01,90.31,3.16,37.8,575.71,20.17,3567.405861,22741.45736,0.52%,-0.85%
1970.02,87.16,3.17,38,552.7,20.08,3608.923267,22885.03718,0.63%,-3.70%
1970.03,88.65,3.17,38.2,559.21,20,3653.005485,23043.29248,0.69%,1.48%
1970.04,85.95,3.17,38.5,537.95,19.86,3673.804861,22993.91522,-0.21%,-3.50%
1970.05,76.06,3.18,38.6,474.82,19.83,3677.582207,22957.92621,-0.16%,-11.43%
1970.06,75.59,3.18,38.8,469.45,19.75,3711.246633,23048.65895,0.40%,-0.78%
1970.07,75.72,3.18,39,467.85,19.67,3752.078786,23182.74792,0.58%,0.01%
1970.08,77.92,3.19,39,481.44,19.69,3780.4618,23358.11637,0.76%,3.26%
1970.09,82.58,3.19,39.2,507.63,19.61,3812.059504,23433.17711,0.32%,5.78%
1970.1,84.37,3.17,39.4,516,19.41,3844.524607,23512.78074,0.34%,1.97%
1970.11,84.28,3.16,39.6,512.85,19.21,3896.428398,23709.8652,0.84%,-0.30%
1970.12,90.05,3.14,39.8,545.2,19.01,3932.33082,23808.08947,0.41%,6.62%
1971.01,93.49,3.13,39.8,566.03,18.95,3964.143444,24000.69732,0.81%,4.11%
1971.02,97.11,3.12,39.9,586.47,18.84,4003.708856,24179.49152,0.74%,3.89%
1971.03,99.6,3.11,40,600.01,18.74,4024.902018,24246.71411,0.28%,2.58%
1971.04,103,3.11,40.1,618.94,18.67,4017.24922,24140.26167,-0.44%,3.42%
1971.05,101.6,3.1,40.3,607.5,18.56,4009.607261,23974.76508,-0.69%,-1.60%
1971.06,99.72,3.1,40.6,591.85,18.4,4009.401477,23796.39029,-0.74%,-2.32%
1971.07,99,3.1,40.7,586.14,18.33,4016.715303,23781.22448,-0.06%,-0.71%
1971.08,97.24,3.09,40.8,574.31,18.27,4048.686852,23911.76286,0.55%,-1.76%
1971.09,99.4,3.09,40.8,587.06,18.25,4084.615102,24123.95704,0.89%,2.49%
1971.1,97.29,3.08,40.9,573.2,18.17,4122.767235,24289.75189,0.69%,-2.10%
1971.11,92.78,3.08,40.9,546.62,18.13,4150.071049,24450.61541,0.66%,-4.37%
1971.12,99.17,3.07,41.1,581.43,18,4171.022001,24454.46858,0.02%,6.64%
1972.01,103.3,3.07,41.1,605.64,18,4202.574213,24639.45743,0.76%,4.42%
1972.02,105.2,3.07,41.3,613.8,17.91,4221.885467,24632.81054,-0.03%,1.60%
1972.03,107.7,3.07,41.4,626.86,17.87,4225.476903,24594.2148,-0.16%,2.37%
1972.04,108.8,3.07,41.5,631.74,17.83,4235.689649,24594.25127,0.00%,1.02%
1972.05,107.7,3.07,41.6,623.85,17.78,4268.327074,24724.18197,0.53%,-1.01%
1972.06,108,3.07,41.7,624.09,17.74,4277.601507,24718.48447,-0.02%,0.28%
1972.07,107.2,3.07,41.9,616.51,17.67,4296.923428,24711.61689,-0.03%,-0.98%
1972.08,111,3.08,42,636.84,17.65,4316.627748,24765.82949,0.22%,3.54%
1972.09,109.4,3.08,42.1,626.17,17.63,4316.679533,24707.29969,-0.24%,-1.44%
1972.1,109.6,3.1,42.3,624.35,17.68,4338.980592,24717.52095,0.04%,-0.06%
1972.11,115.1,3.13,42.4,654.14,17.77,4369.544471,24832.92506,0.47%,5.01%
1972.12,117.5,3.15,42.5,666.2,17.86,4380.615471,24837.26513,0.02%,2.07%
1973.01,118.4,3.16,42.6,669.73,17.86,4388.407448,24823.03703,-0.06%,0.75%
1973.02,114.2,3.16,42.9,641.46,17.77,4400.827992,24719.21489,-0.42%,-4.00%
1973.03,112.4,3.17,43.3,625.51,17.64,4400.676317,24490.01778,-0.93%,-2.26%
1973.04,110.3,3.19,43.6,609.6,17.61,4427.87999,24471.85683,-0.07%,-2.31%
1973.05,107.2,3.2,43.9,588.42,17.58,4453.346267,24444.40752,-0.11%,-3.23%
1973.06,104.8,3.22,44.2,571.34,17.55,4463.398805,24333.29909,-0.45%,-2.65%
1973.07,105.8,3.24,44.3,575.49,17.61,4451.374409,24212.96472,-0.49%,0.98%
1973.08,103.8,3.25,45.1,554.6,17.38,4467.379433,23868.98049,-1.42%,-3.37%
1973.09,105.6,3.27,45.2,562.97,17.43,4518.671781,24089.6191,0.92%,1.77%
1973.1,109.8,3.31,45.6,580.22,17.47,4585.683078,24232.41873,0.59%,3.32%
1973.11,102,3.34,45.9,535.48,17.55,4604.755996,24174.1664,-0.24%,-7.46%
1973.12,94.78,3.38,46.2,494.35,17.63,4643.731685,24220.4782,0.19%,-7.41%
1974.01,96.11,3.4,46.6,496.98,17.58,4664.382362,24119.36105,-0.42%,0.83%
1974.02,93.45,3.42,47.2,477.08,17.46,4714.348186,24067.84617,-0.21%,-3.71%
1974.03,97.44,3.44,47.8,491.21,17.34,4705.512251,23721.19604,-1.44%,3.27%
1974.04,92.46,3.46,48,464.16,17.37,4703.651687,23613.01742,-0.46%,-5.21%
1974.05,89.67,3.48,48.6,444.6,17.25,4733.59261,23469.95083,-0.61%,-3.90%
1974.06,89.79,3.5,49,441.56,17.21,4776.313274,23488.44654,0.08%,-0.36%
1974.07,79.31,3.53,49.4,386.86,17.22,4811.361237,23469.21626,-0.08%,-12.06%
1974.08,76.03,3.56,50,366.41,17.16,4825.655888,23256.47645,-0.91%,-4.92%
1974.09,68.12,3.59,50.6,324.4,17.1,4885.596579,23266.15713,0.04%,-11.08%
1974.1,69.44,3.59,51.1,327.45,16.94,4957.970107,23379.78831,0.49%,1.38%
1974.11,71.74,3.6,51.5,335.67,16.83,5008.735204,23435.72613,0.24%,2.94%
1974.12,67.07,3.6,51.9,311.4,16.71,5057.161483,23479.9428,0.19%,-6.81%
1975.01,72.56,3.62,52.1,335.6,16.76,5112.279264,23644.73316,0.70%,8.22%
1975.02,80.1,3.65,52.5,367.65,16.74,5181.733816,23783.36862,0.59%,9.97%
1975.03,83.78,3.67,52.7,383.08,16.78,5205.385618,23801.25534,0.08%,4.58%
1975.04,84.72,3.68,52.9,385.91,16.78,5203.205285,23701.33777,-0.42%,1.10%
1975.05,90.1,3.7,53.2,408.1,16.74,5262.073797,23834.32588,0.56%,6.11%
1975.06,92.4,3.71,53.6,415.4,16.68,5299.809997,23826.10663,-0.03%,2.13%
1975.07,92.49,3.71,54.2,411.2,16.49,5294.886455,23540.45949,-1.20%,-0.68%
1975.08,85.71,3.71,54.3,380.36,16.46,5305.290386,23543.2764,0.01%,-7.17%
1975.09,84.67,3.71,54.6,373.68,16.37,5343.3367,23581.82811,0.16%,-1.40%
1975.1,88.57,3.7,54.9,388.75,16.24,5419.987457,23789.40105,0.88%,4.40%
1975.11,90.07,3.69,55.3,392.48,16.08,5478.30257,23871.43102,0.34%,1.31%
1975.12,88.7,3.68,55.5,385.11,15.98,5508.640348,23917.12683,0.19%,-1.54%
1976.01,96.86,3.68,55.6,419.79,15.96,5582.112408,24192.53382,1.15%,9.35%
1976.02,100.6,3.69,55.8,434.43,15.92,5610.027947,24226.37284,0.14%,3.80%
1976.03,101.1,3.69,55.9,435.81,15.91,5629.315139,24266.17497,0.16%,0.62%
1976.04,101.9,3.71,56.1,437.69,15.95,5678.654035,24391.5905,0.52%,0.74%
1976.05,101.2,3.74,56.5,431.61,15.94,5689.481575,24265.08507,-0.52%,-1.09%
1976.06,101.8,3.76,56.8,431.87,15.95,5720.071198,24266.69712,0.01%,0.37%
1976.07,104.2,3.79,57.1,439.73,15.99,5772.537413,24360.61336,0.39%,2.13%
1976.08,103.3,3.82,57.4,433.66,16.04,5817.387772,24421.5763,0.25%,-1.08%
1976.09,105.5,3.85,57.6,441.35,16.11,5859.110482,24511.32423,0.37%,2.08%
1976.1,101.9,3.92,57.9,424.09,16.3,5908.727678,24590.81835,0.32%,-3.61%
1976.11,101.2,3.98,58,420.45,16.55,5950.166853,24720.58372,0.53%,-0.54%
1976.12,104.7,4.05,58.2,433.49,16.77,6000.552276,24844.24537,0.50%,3.43%
1977.01,103.8,4.1,58.5,427.56,16.87,6008.065264,24747.78568,-0.39%,-1.05%
1977.02,101,4.14,59.1,411.81,16.89,6030.098698,24586.37551,-0.65%,-3.35%
1977.03,100.6,4.19,59.5,407.42,16.97,6061.440269,24548.0181,-0.16%,-0.72%
1977.04,99.05,4.25,60,397.8,17.06,6098.032412,24490.4096,-0.23%,-2.01%
1977.05,98.76,4.3,60.3,394.66,17.2,6110.133265,24416.92342,-0.30%,-0.43%
1977.06,99.29,4.36,60.7,394.16,17.31,6147.216105,24403.23267,-0.06%,0.24%
1977.07,100.2,4.41,61,395.82,17.41,6174.259633,24390.04625,-0.05%,0.79%
1977.08,97.75,4.45,61.2,384.88,17.53,6186.670609,24359.20681,-0.13%,-2.40%
1977.09,96.23,4.5,61.4,377.66,17.66,6215.327481,24392.32601,0.14%,-1.50%
1977.1,93.74,4.56,61.6,366.69,17.82,6230.440751,24372.25027,-0.08%,-2.52%
1977.11,94.28,4.61,61.9,367.02,17.96,6272.524388,24417.95451,0.19%,0.49%
1977.12,93.82,4.67,62.1,364.05,18.12,6313.348686,24497.72452,0.33%,-0.40%
1978.01,90.25,4.71,62.5,347.96,18.17,6337.872973,24435.49179,-0.25%,-4.00%
1978.02,88.98,4.76,62.9,340.88,18.22,6378.495982,24435.72403,0.00%,-1.60%
1978.03,88.82,4.8,63.4,337.58,18.24,6425.351534,24421.0991,-0.06%,-0.52%
1978.04,92.71,4.84,63.9,349.61,18.24,6463.391899,24373.46097,-0.20%,4.01%
1978.05,97.41,4.87,64.5,363.92,18.21,6490.457944,24247.84774,-0.52%,4.53%
1978.06,97.66,4.91,65.2,360.93,18.15,6525.750731,24117.95363,-0.54%,-0.40%
1978.07,97.19,4.95,65.7,356.46,18.14,6561.889762,24066.95419,-0.21%,-0.82%
1978.08,103.9,4.98,66,379.34,18.19,6620.973299,24173.27383,0.44%,6.84%
1978.09,103.9,5.02,66.5,376.49,18.19,6654.385861,24112.59245,-0.25%,-0.35%
1978.1,100.6,5.04,67.1,361.27,18.09,6679.747912,23988.05984,-0.52%,-3.64%
1978.11,94.71,5.05,67.4,338.61,18.07,6689.13617,23914.85275,-0.31%,-5.86%
1978.12,96.11,5.07,67.7,342.09,18.05,6737.482535,23980.95944,0.28%,1.47%
1979.01,99.71,5.11,68.3,351.78,18.04,6797.937193,23983.58026,0.01%,3.27%
1979.02,98.23,5.16,69.1,342.55,17.98,6874.429125,23972.65648,-0.05%,-2.20%
1979.03,100.1,5.2,69.8,345.57,17.95,6939.98507,23958.55849,-0.06%,1.32%
1979.04,102.1,5.25,70.6,348.48,17.91,7012.906383,23935.96335,-0.09%,1.27%
1979.05,99.73,5.29,71.5,336.11,17.84,7077.718828,23853.10032,-0.35%,-3.12%
1979.06,101.7,5.34,72.3,338.95,17.8,7175.176974,23913.9816,0.26%,1.29%
1979.07,102.7,5.4,73.1,338.54,17.79,7232.198171,23840.23388,-0.31%,0.32%
1979.08,107.4,5.45,73.8,350.68,17.81,7274.652631,23752.72657,-0.37%,4.02%
1979.09,108.6,5.51,74.6,350.79,17.8,7289.597301,23546.27872,-0.87%,0.45%
1979.1,104.5,5.56,75.2,334.85,17.81,7267.569566,23287.82494,-1.10%,-4.12%
1979.11,103.7,5.6,75.9,329.23,17.79,7351.5531,23339.67979,0.22%,-1.24%
1979.12,107.8,5.65,76.7,338.67,17.75,7453.662005,23417.03484,0.33%,3.32%
1980.01,110.9,5.7,77.8,343.49,17.65,7525.419107,23308.19622,-0.46%,1.86%
1980.02,115.3,5.75,78.9,352.14,17.56,7498.420915,22900.78571,-1.75%,2.95%
1980.03,104.7,5.8,80.1,314.97,17.45,7479.713174,22501.42378,-1.74%,-10.14%
1980.04,103,5.85,81,306.42,17.39,7735.950563,23013.68888,2.28%,-2.25%
1980.05,107.7,5.89,81.8,317.26,17.36,8084.40425,23815.09339,3.48%,4.01%
1980.06,114.6,5.94,82.7,333.92,17.31,8242.18454,24015.65274,0.84%,5.71%
1980.07,119.8,5.98,82.7,349.07,17.43,8270.878752,24099.26046,0.35%,4.97%
1980.08,123.5,6.03,83.3,357.26,17.43,8230.140291,23807.82972,-1.21%,2.76%
1980.09,126.5,6.07,84,362.89,17.41,8224.046909,23591.95133,-0.91%,1.98%
1980.1,130.2,6.1,84.8,369.98,17.33,8247.261892,23435.35326,-0.66%,2.35%
1980.11,135.7,6.13,85.5,382.45,17.28,8229.687065,23193.95325,-1.03%,3.76%
1980.12,133.5,6.16,86.3,372.76,17.2,8281.146177,23122.62979,-0.31%,-2.16%
1981.01,133,6.2,87,368.38,17.17,8437.352371,23369.2355,1.07%,-0.79%
1981.02,128.4,6.24,87.9,351.99,17.11,8508.951671,23326.2407,-0.18%,-4.06%
1981.03,133.2,6.28,88.5,362.68,17.1,8681.997441,23639.26415,1.34%,3.44%
1981.04,134.4,6.32,89.1,363.48,17.08,8748.601011,23660.20359,0.09%,0.61%
1981.05,131.7,6.35,89.8,353.4,17.05,8732.838767,23433.47393,-0.96%,-2.38%
1981.06,132.3,6.39,90.6,351.88,17,8953.75658,23814.12651,1.62%,-0.03%
1981.07,129.1,6.43,91.6,339.62,16.92,9014.859902,23714.88806,-0.42%,-3.08%
1981.08,129.6,6.48,92.3,338.35,16.91,9075.864694,23694.29997,-0.09%,0.04%
1981.09,118.3,6.52,93.2,305.86,16.86,9235.923385,23879.32135,0.78%,-9.19%
1981.1,119.8,6.56,93.4,309.08,16.92,9466.623547,24423.38197,2.28%,1.51%
1981.11,122.9,6.59,93.7,316.06,16.96,9833.066303,25287.56124,3.54%,2.71%
1981.12,123.8,6.63,94,317.36,17,9917.198238,25422.52668,0.53%,0.86%
1982.01,117.3,6.66,94.3,299.74,17.02,9925.511808,25362.89293,-0.23%,-5.11%
1982.02,114.5,6.69,94.6,291.66,17.04,10026.11801,25538.72705,0.69%,-2.22%
1982.03,110.8,6.72,94.5,282.53,17.14,10228.51366,26081.84393,2.13%,-2.64%
1982.04,116.3,6.75,94.9,295.31,17.14,10361.2266,26308.8903,0.87%,5.03%
1982.05,116.4,6.78,95.8,292.78,17.05,10552.52381,26542.90194,0.89%,-0.37%
1982.06,109.7,6.81,97,272.52,16.92,10626.97991,26399.49968,-0.54%,-6.43%
1982.07,109.4,6.82,97.5,270.38,16.86,10843.11898,26798.2959,1.51%,-0.27%
1982.08,109.7,6.84,97.7,270.56,16.86,11148.48217,27496.58447,2.61%,0.59%
1982.09,122.4,6.85,97.9,301.27,16.86,11331.36941,27890.56273,1.43%,11.87%
1982.1,132.7,6.86,98.2,325.62,16.83,11596.34623,28455.56784,2.03%,8.55%
1982.11,138.1,6.86,98,339.57,16.88,11715.43962,28806.47286,1.23%,4.71%
1982.12,139.4,6.87,97.6,344.17,16.96,11842.01548,29237.03837,1.49%,1.77%
1983.01,144.3,6.88,97.8,355.54,16.96,11970.59616,29494.05567,0.88%,3.71%
1983.02,146.8,6.9,97.9,361.33,16.98,12037.86275,29629.49616,0.46%,2.03%
1983.03,151.9,6.91,97.9,373.88,17.01,12126.49704,29847.65692,0.74%,3.86%
1983.04,157.7,6.92,98.6,385.4,16.91,12235.61029,29902.41688,0.18%,3.46%
1983.05,164.1,6.93,99.2,398.62,16.83,12347.17536,29992.55851,0.30%,3.80%
1983.06,166.4,6.94,99.5,402.98,16.81,12373.23372,29965.23627,-0.09%,1.45%
1983.07,167,6.96,99.9,402.82,16.79,12433.17275,29989.83322,0.08%,0.31%
1983.08,162.4,6.98,100.2,390.55,16.79,12522.2643,30114.29603,0.42%,-2.70%
1983.09,167.2,7,100.7,400.1,16.75,12688.54766,30362.67393,0.82%,2.80%
1983.1,167.7,7.03,101,400.1,16.77,12850.63733,30659.20323,0.98%,0.35%
1983.11,165.2,7.06,101.2,393.36,16.81,12959.82067,30858.58802,0.65%,-1.34%
1983.12,164.4,7.09,101.3,391.07,16.87,13065.72497,31080.04491,0.72%,-0.23%
1984.01,166.4,7.12,101.9,393.49,16.84,13215.05733,31250.1739,0.55%,0.98%
1984.02,157.3,7.15,102.4,370.16,16.83,13324.45041,31355.00823,0.34%,-5.57%
1984.03,157.4,7.18,102.6,369.67,16.86,13392.06659,31452.69112,0.31%,0.25%
1984.04,157.6,7.22,103.1,368.35,16.88,13495.40686,31541.68481,0.28%,0.02%
1984.05,156.6,7.27,103.4,364.95,16.93,13558.33402,31596.8189,0.17%,-0.54%
1984.06,153.1,7.31,103.7,355.76,16.99,13672.39664,31770.45711,0.55%,-2.13%
1984.07,151.1,7.33,104.1,349.76,16.97,13844.01065,32045.62647,0.87%,-1.29%
1984.08,164.4,7.36,104.5,379.09,16.96,14029.81199,32351.40388,0.95%,8.79%
1984.09,166.1,7.38,105,381.19,16.94,14217.2896,32627.5964,0.85%,0.93%
1984.1,164.8,7.43,105.3,377.13,17,14455.14559,33078.9465,1.38%,-0.69%
1984.11,166.3,7.48,105.3,380.56,17.12,14737.86955,33725.92793,1.96%,1.29%
1984.12,164.5,7.53,105.3,376.44,17.23,14941.07579,34190.94217,1.38%,-0.71%
1985.01,171.6,7.57,105.5,391.94,17.3,15117.84925,34529.88417,0.99%,4.50%
1985.02,180.9,7.62,106,411.24,17.31,15216.19326,34590.5702,0.18%,5.29%
1985.03,179.4,7.66,106.4,406.29,17.35,15281.66262,34608.80072,0.05%,-0.85%
1985.04,180.6,7.69,106.9,407.1,17.33,15519.65859,34983.40105,1.08%,0.56%
1985.05,184.9,7.71,107.3,415.24,17.32,15745.2535,35359.61324,1.08%,2.35%
1985.06,188.9,7.74,107.6,423.04,17.33,15960.9001,35743.9611,1.09%,2.23%
1985.07,192.5,7.77,107.8,430.3,17.38,16071.45609,35924.77329,0.51%,2.06%
1985.08,188.3,7.81,108,420.13,17.42,16167.36733,36072.24076,0.41%,-2.03%
1985.09,184.1,7.84,108.3,409.62,17.44,16291.43348,36248.36427,0.49%,-2.16%
1985.1,186.2,7.86,108.7,412.77,17.42,16425.05934,36411.19847,0.45%,1.12%
1985.11,197.5,7.88,109,436.61,17.42,16566.45764,36623.57428,0.58%,6.13%
1985.12,207.3,7.9,109.3,457.02,17.42,16717.48284,36856.00813,0.63%,5.01%
1986.01,208.2,7.94,109.6,457.75,17.46,16829.33361,37001.04044,0.39%,0.48%
1986.02,219.4,7.98,109.3,483.7,17.59,16967.00219,37406.10811,1.09%,5.99%
1986.03,232.3,8.02,108.8,514.49,17.76,17170.35827,38028.39817,1.66%,6.67%
1986.04,238,8.05,108.6,528.09,17.85,17367.36466,38535.55947,1.33%,2.93%
1986.05,238.5,8.07,108.9,527.74,17.86,17440.59961,38591.45057,0.15%,0.22%
1986.06,245.3,8.1,109.5,539.81,17.82,17536.74861,38591.57719,0.00%,2.57%
1986.07,240.2,8.14,109.5,528.59,17.92,17715.27122,38984.43616,1.02%,-1.80%
1986.08,245,8.19,109.7,538.17,17.98,17869.84703,39252.90272,0.69%,2.09%
1986.09,238.3,8.23,110.2,521.08,18,17993.87944,39346.01767,0.24%,-2.90%
1986.1,237.4,8.25,110.3,518.64,18.02,18100.22172,39542.66662,0.50%,-0.18%
1986.11,245.1,8.26,110.4,534.97,18.04,18184.14023,39690.01557,0.37%,3.44%
1986.12,248.6,8.28,110.5,542.12,18.06,18269.39869,39840.01985,0.38%,1.62%
1987.01,264.5,8.3,111.2,573.16,17.99,18382.05247,39833.34566,-0.02%,6.00%
1987.02,280.9,8.32,111.6,606.52,17.96,18451.71925,39840.99851,0.02%,6.08%
1987.03,292.5,8.34,112.1,628.75,17.93,18543.62948,39860.8632,0.05%,3.91%
1987.04,289.3,8.4,112.7,618.56,17.96,18577.54902,39721.17352,-0.35%,-1.38%
1987.05,289.1,8.46,113.1,615.95,18.02,18623.57062,39678.74395,-0.11%,-0.18%
1987.06,301.4,8.52,113.5,639.89,18.09,18785.96731,39883.68446,0.52%,4.13%
1987.07,310.1,8.57,113.8,656.63,18.14,18936.72195,40097.75992,0.54%,2.85%
1987.08,329.4,8.61,114.4,693.83,18.14,19009.02276,40039.74813,-0.14%,5.90%
1987.09,318.7,8.66,115,667.79,18.15,19044.24307,39904.64453,-0.34%,-3.54%
1987.1,280.2,8.71,115.3,585.59,18.2,19203.44935,40133.54362,0.57%,-12.08%
1987.11,245,8.76,115.4,511.59,18.29,19450.20625,40614.0195,1.20%,-12.38%
1987.12,241,8.81,115.4,503.23,18.4,19550.48927,40823.42069,0.52%,-1.34%
1988.01,250.5,8.86,115.7,521.71,18.45,19718.31117,41067.08977,0.60%,3.98%
1988.02,258.1,8.9,116,536.15,18.49,19912.84678,41364.99095,0.73%,3.06%
1988.03,265.7,8.95,116.5,549.57,18.51,20033.90687,41437.85782,0.18%,2.79%
1988.04,262.6,9.04,117.1,540.38,18.61,20117.21316,41396.96415,-0.10%,-1.39%
1988.05,256.1,9.14,117.5,525.21,18.74,20191.62543,41408.64174,0.03%,-2.52%
1988.06,270.7,9.23,118,552.8,18.85,20323.0567,41501.57631,0.22%,5.55%
1988.07,269.1,9.31,118.5,547.21,18.92,20426.75668,41537.33567,0.09%,-0.73%
1988.08,263.7,9.38,119,533.98,19,20508.25908,41527.84593,-0.02%,-2.13%
1988.09,268,9.46,119.8,539.06,19.03,20681.06969,41598.12454,0.17%,1.25%
1988.1,277.4,9.55,120.2,556.11,19.15,20834.87423,41768.02945,0.41%,3.46%
1988.11,271,9.64,120.3,542.83,19.31,20928.53429,41920.91539,0.37%,-2.10%
1988.12,276.5,9.75,120.5,552.92,19.5,21008.93372,42012.11395,0.22%,2.16%
1989.01,285.4,9.81,121.1,567.89,19.53,21176.08314,42136.55842,0.30%,3.00%
1989.02,294,9.9,121.6,582.6,19.61,21320.91038,42250.2945,0.27%,2.88%
1989.03,292.7,10.01,122.3,576.71,19.72,21449.41297,42261.65736,0.03%,-0.73%
1989.04,302.3,10.09,123.1,591.75,19.74,21679.78238,42437.95387,0.42%,2.89%
1989.05,313.9,10.19,123.8,610.98,19.84,21935.88309,42696.47772,0.61%,3.53%
1989.06,323.7,10.37,124.1,628.53,20.14,22216.40394,43137.95495,1.03%,3.14%
1989.07,331.9,10.42,124.4,642.9,20.19,22485.68408,43555.52922,0.97%,2.55%
1989.08,346.6,10.55,124.6,670.3,20.4,22592.08455,43691.38714,0.31%,4.52%
1989.09,347.3,10.73,125,669.5,20.68,22753.77219,43863.26578,0.39%,0.13%
1989.1,347.4,10.8,125.6,666.5,20.71,22966.17868,44061.23549,0.45%,-0.19%
1989.11,340.2,10.92,125.9,651.13,20.91,23171.36959,44348.97073,0.65%,-2.05%
1989.12,348.6,11.06,126.1,666.15,21.13,23341.19166,44603.14774,0.57%,2.57%
1990.01,339.97,11.14,127.4,643.03,21.07,23463.82626,44379.9672,-0.50%,-3.21%
1990.02,330.45,11.23,128,622.09,21.14,23594.38937,44417.72832,0.09%,-2.98%
1990.03,338.46,11.32,128.7,633.7,21.19,23722.44874,44415.90759,0.00%,2.15%
1990.04,338.18,11.44,128.9,632.2,21.38,23896.24643,44671.89149,0.58%,0.04%
1990.05,350.25,11.55,129.2,653.24,21.55,24098.71681,44945.78556,0.61%,3.61%
1990.06,360.39,11.66,129.9,668.53,21.63,24327.00462,45127.06176,0.40%,2.62%
1990.07,360.03,11.73,130.4,665.3,21.67,24538.90785,45345.60589,0.48%,-0.21%
1990.08,330.75,11.78,131.6,605.62,21.58,24748.75393,45316.36009,-0.06%,-8.70%
1990.09,315.41,11.83,132.7,572.75,21.48,24928.93094,45267.89526,-0.11%,-5.13%
1990.1,307.12,11.93,133.5,554.35,21.53,25148.77763,45393.44942,0.28%,-2.90%
1990.11,315.29,12.01,133.8,567.82,21.64,25368.79402,45687.90873,0.65%,2.75%
1990.12,328.75,12.09,133.8,592.06,21.77,25592.71527,46091.17952,0.88%,4.59%
