Date,S&P Price,S&P Dividend,CPI,Real Price,Real Dividend,Bond Price,Bond Real,Bond Change,S&P TR
1942.02,8.65,0.7,15.8,131.92,10.62,1553.42206,23691.35782,-0.55%,-3.09%
1942.03,8.18,0.69,16,123.19,10.39,1554.786831,23415.7699,-1.16%,-5.95%
1942.04,7.84,0.68,16.1,117.34,10.18,1556.056881,23289.33903,-0.54%,-4.05%
1942.05,7.93,0.67,16.3,117.23,9.9,1557.263511,23021.41818,-1.15%,0.63%
1942.06,8.33,0.66,16.3,123.14,9.76,1558.485433,23039.48216,0.08%,5.75%
1942.07,8.64,0.65,16.4,126.95,9.5,1559.706898,22916.94464,-0.53%,3.75%
1942.08,8.59,0.63,16.5,125.45,9.25,1560.943698,22796.11637,-0.53%,-0.56%
1942.09,8.68,0.62,16.5,126.76,9.05,1562.195869,22814.40314,0.08%,1.66%
1942.1,9.32,0.61,16.7,134.48,8.8,1563.463443,22559.46679,-1.12%,6.69%
1942.11,9.47,0.6,16.8,135.83,8.61,1564.746457,22443.58687,-0.51%,1.55%
1942.12,9.52,0.59,16.9,135.74,8.41,1566.044945,22329.29895,-0.51%,0.46%
1943.01,10.09,0.59,16.9,143.87,8.41,1567.358944,22348.03448,0.08%,6.51%
1943.02,10.69,0.59,16.9,152.42,8.41,1568.720227,22367.4442,0.09%,6.43%
1943.03,11.07,0.59,17.2,155.09,8.27,1570.08992,21996.50336,-1.66%,2.21%
1943.04,11.44,0.59,17.4,158.43,8.17,1571.468043,21762.75517,-1.06%,2.60%
1943.05,11.89,0.59,17.5,163.72,8.12,1572.854616,21657.48904,-0.48%,3.77%
1943.06,12.1,0.59,17.5,166.61,8.12,1574.249658,21676.69813,0.09%,2.18%
1943.07,12.35,0.59,17.4,171.03,8.22,1575.65319,21820.71392,0.66%,3.06%
1943.08,11.74,0.6,17.3,163.52,8.31,1577.065232,21966.51317,0.67%,-3.99%
1943.09,11.99,0.6,17.4,166.05,8.31,1578.485805,21859.9419,-0.49%,1.97%
1943.1,11.88,0.6,17.4,164.52,8.36,1579.91493,21879.73338,0.09%,-0.50%
1943.11,11.33,0.61,17.4,156.91,8.4,1581.352626,21899.64357,0.09%,-4.20%
1943.12,11.48,0.61,17.4,158.98,8.45,1582.798914,21919.67276,0.09%,1.77%
1944.01,11.85,0.61,17.4,164.11,8.49,1584.253817,21939.82123,0.09%,3.67%
1944.02,11.77,0.62,17.4,163,8.54,1585.717354,21960.08929,0.09%,-0.25%
1944.03,12.1,0.62,17.4,167.57,8.59,1587.189547,21980.47722,0.09%,3.24%
1944.04,11.89,0.62,17.5,163.72,8.58,1588.670418,21875.2654,-0.48%,-1.87%
1944.05,12.1,0.63,17.5,166.61,8.63,1590.159987,21895.7761,0.09%,2.20%
1944.06,12.67,0.63,17.6,173.47,8.63,1591.658278,21791.88183,-0.47%,4.55%
1944.07,13,0.63,17.7,176.98,8.62,1593.16531,21689.28053,-0.47%,2.44%
1944.08,12.81,0.64,17.7,174.39,8.67,1594.681108,21709.91652,0.10%,-1.06%
1944.09,12.6,0.64,17.7,171.54,8.71,1596.205691,21730.67213,0.10%,-1.22%
1944.1,12.91,0.64,17.7,175.76,8.71,1597.739083,21751.54767,0.10%,2.88%
1944.11,12.82,0.64,17.7,174.53,8.71,1599.281307,21772.54343,0.10%,-0.29%
1944.12,13.1,0.64,17.8,177.34,8.66,1600.832384,21671.22343,-0.47%,2.03%
1945.01,13.49,0.64,17.8,182.62,8.71,1602.392337,21692.34125,0.10%,3.38%
1945.02,13.94,0.65,17.8,188.71,8.75,1603.982811,21713.87225,0.10%,3.73%
1945.03,13.93,0.65,17.8,188.58,8.8,1605.577326,21735.45795,0.10%,0.32%
1945.04,14.28,0.65,17.8,193.32,8.8,1607.175891,21757.09847,0.10%,2.90%
1945.05,14.82,0.65,17.9,199.5,8.75,1608.778513,21657.12469,-0.46%,3.58%
1945.06,15.09,0.65,18.1,200.89,8.65,1610.385203,21439.20946,-1.01%,1.06%
1945.07,14.78,0.65,18.1,196.77,8.7,1611.995969,21460.65374,0.10%,-1.69%
1945.08,14.83,0.66,18.1,197.43,8.74,1613.610821,21482.15241,0.10%,0.70%
1945.09,15.84,0.66,18.1,210.88,8.79,1615.229767,21503.70559,0.10%,7.18%
1945.1,16.5,0.66,18.1,219.67,8.79,1616.852816,21525.3134,0.10%,4.52%
1945.11,17.04,0.66,18.1,226.86,8.79,1618.479977,21546.97595,0.10%,3.61%
1945.12,17.33,0.66,18.2,229.45,8.74,1620.111261,21450.18407,-0.45%,1.46%
1946.01,18.02,0.67,18.2,238.58,8.83,1621.746674,21471.83686,0.10%,4.30%
1946.02,18.07,0.67,18.1,240.57,8.96,1623.123691,21608.79815,0.64%,1.14%
1946.03,17.53,0.68,18.3,230.83,8.95,1624.564189,21391.60431,-1.01%,-3.74%
1946.04,18.66,0.68,18.4,244.37,8.91,1626.06832,21295.04374,-0.45%,6.19%
1946.05,18.7,0.68,18.5,243.57,8.86,1627.636244,21200.35799,-0.44%,-0.02%
1946.06,18.58,0.68,18.7,239.42,8.76,1629.268128,20994.64455,-0.97%,-1.40%
1946.07,18.05,0.68,19.8,219.67,8.32,1630.964148,19848.91605,-5.46%,-7.94%
1946.08,17.7,0.69,20.2,211.14,8.19,1632.724485,19476.86738,-1.87%,-3.57%
1946.09,15.09,0.69,20.4,178.24,8.15,1634.54933,19307.47296,-0.87%,-15.26%
1946.1,14.75,0.7,20.8,170.88,8.07,1636.43888,18958.06575,-1.81%,-3.75%
1946.11,14.69,0.7,21.3,166.19,7.96,1638.39334,18535.15155,-2.23%,-2.35%
1946.12,15.13,0.71,21.5,169.57,7.96,1640.412924,18385.36656,-0.81%,2.43%
1947.01,15.21,0.71,21.5,170.47,7.99,1642.49785,18408.73393,0.13%,0.92%
1947.02,15.8,0.72,21.5,177.08,8.03,1644.548845,18431.721,0.12%,4.27%
1947.03,15.16,0.72,21.9,166.81,7.92,1646.688083,18118.60672,-1.70%,-5.42%
1947.04,14.6,0.73,21.9,160.64,8.07,1648.915874,18143.11925,0.14%,-3.30%
1947.05,14.34,0.75,21.9,157.78,8.22,1651.232544,18168.6097,0.14%,-1.36%
1947.06,14.84,0.76,22,162.54,8.32,1653.638432,18112.37691,-0.31%,3.45%
1947.07,15.77,0.77,22.2,171.17,8.36,1655.667046,17971.22167,-0.78%,5.74%
1947.08,15.46,0.78,22.5,165.57,8.35,1657.634245,17752.67338,-1.22%,-2.86%
1947.09,15.06,0.79,23,157.78,8.28,1659.606651,17387.41026,-2.06%,-4.28%
1947.1,15.45,0.81,23,161.87,8.45,1661.5843,17408.12974,0.12%,3.03%
1947.11,15.27,0.82,23.1,159.29,8.59,1663.533775,17353.10577,-0.32%,-1.16%
1947.12,15.03,0.84,23.4,154.78,8.65,1665.521972,17151.10398,-1.16%,-2.38%
1948.01,14.83,0.84,23.7,150.78,8.57,1667.565781,16954.78159,-1.14%,-2.12%
1948.02,14.1,0.85,23.5,144.58,8.68,1669.771623,17121.69612,0.98%,-3.64%
1948.03,14.3,0.85,23.4,147.26,8.75,1672.039182,17218.21647,0.56%,2.35%
1948.04,15.4,0.85,23.8,155.92,8.61,1674.368687,16952.42015,-1.54%,6.38%
1948.05,16.15,0.85,23.9,162.83,8.57,1676.760379,16905.60327,-0.28%,4.89%
1948.06,16.82,0.85,24.1,168.18,8.5,1679.214499,16789.84565,-0.68%,3.72%
1948.07,16.42,0.86,24.4,162.16,8.46,1681.731302,16608.2683,-1.08%,-3.16%
1948.08,15.94,0.86,24.5,156.78,8.49,1684.209634,16564.85481,-0.26%,-2.88%
1948.09,15.76,0.87,24.5,155.01,8.56,1686.70011,16589.3496,0.15%,-0.68%
1948.1,16.19,0.89,24.4,159.89,8.79,1689.202779,16682.05434,0.56%,3.61%
1948.11,15.29,0.91,24.2,152.25,9.06,1691.734657,16845.13327,0.98%,-4.32%
1948.12,15.19,0.93,24.1,151.88,9.3,1694.295865,16940.63866,0.57%,0.25%
1949.01,15.36,0.95,24,154.22,9.5,1696.903535,17037.40642,0.57%,2.05%
1949.02,14.77,0.96,23.8,149.54,9.75,1700.131555,17213.26052,1.03%,-2.52%
1949.03,14.91,0.98,23.8,150.96,9.92,1703.298212,17245.32186,0.19%,1.49%
1949.04,14.89,0.99,23.9,150.13,10.02,1706.403125,17204.47037,-0.24%,0.00%
1949.05,14.78,1.01,23.8,149.64,10.19,1709.445917,17307.56531,0.60%,0.23%
1949.06,13.97,1.02,23.9,140.85,10.28,1712.426221,17265.19704,-0.24%,-5.31%
1949.07,14.76,1.03,23.7,150.07,10.44,1715.601956,17443.18382,1.03%,7.15%
1949.08,15.29,1.03,23.8,154.81,10.46,1718.680925,17401.06666,-0.24%,3.74%
1949.09,15.49,1.04,23.9,156.18,10.49,1721.645267,17358.14624,-0.25%,1.45%
1949.1,15.89,1.07,23.7,161.56,10.91,1724.580939,17534.47659,1.02%,4.00%
1949.11,16.11,1.11,23.8,163.11,11.2,1727.401007,17489.35456,-0.26%,1.52%
1949.12,16.54,1.14,23.6,168.88,11.64,1730.122235,17665.35444,1.01%,4.11%
1950.01,16.88,1.15,23.5,173.09,11.79,1732.83118,17768.30344,0.58%,3.07%
1950.02,17.21,1.16,23.5,176.47,11.89,1734.156538,17781.89356,0.08%,2.52%
1950.03,17.35,1.17,23.6,177.15,11.95,1735.695753,17722.26265,-0.34%,0.95%
1950.04,17.84,1.18,23.6,182.15,12.05,1737.396952,17739.63268,0.10%,3.38%
1950.05,18.44,1.19,23.7,187.49,12.1,1739.295387,17684.08403,-0.31%,3.48%
1950.06,18.74,1.2,23.8,189.74,12.15,1741.426458,17631.35753,-0.30%,1.74%
1950.07,17.38,1.24,24.1,173.78,12.43,1743.755919,17435.17147,-1.11%,-7.88%
1950.08,18.43,1.29,24.3,182.76,12.76,1746.232006,17316.22583,-0.68%,5.76%
1950.09,19.08,1.33,24.4,188.43,13.13,1748.750352,17270.12812,-0.27%,3.68%
1950.1,19.87,1.38,24.6,194.63,13.49,1751.468701,17156.3479,-0.66%,3.87%
1950.11,19.83,1.42,24.7,193.46,13.89,1754.317763,17114.68374,-0.24%,-0.02%
1950.12,19.75,1.47,25,190.36,14.17,1757.42088,16939.21748,-1.03%,-1.00%
1951.01,21.21,1.49,25.4,201.22,14.1,1760.744059,16703.98479,-1.39%,6.33%
1951.02,22,1.5,25.7,206.28,14.1,1764.874762,16547.72672,-0.94%,3.10%
1951.03,21.63,1.52,25.8,202.02,14.2,1769.017169,16522.27753,-0.15%,-1.50%
1951.04,21.92,1.53,25.8,204.73,14.32,1773.118319,16560.58147,0.23%,1.93%
1951.05,21.93,1.55,25.9,204.03,14.39,1777.160216,16534.24578,-0.16%,0.24%
1951.06,21.55,1.56,25.9,200.5,14.51,1781.461848,16574.26707,0.24%,-1.14%
1951.07,21.93,1.55,25.9,204.03,14.39,1785.651463,16613.24618,0.24%,2.36%
1951.08,22.89,1.53,25.9,212.96,14.27,1789.817402,16652.00502,0.23%,4.96%
1951.09,23.48,1.52,26.1,216.78,14.03,1794.048769,16563.46934,-0.53%,2.35%
1951.1,23.36,1.48,26.2,214.85,13.64,1798.524958,16541.41845,-0.13%,-0.35%
1951.11,22.71,1.45,26.4,207.29,13.2,1803.050303,16457.40994,-0.51%,-2.99%
1951.12,23.41,1.41,26.5,212.87,12.82,1807.355416,16434.45331,-0.14%,3.22%
1952.01,24.19,1.41,26.5,219.96,12.85,1812.033392,16476.99058,0.26%,3.83%
1952.02,23.75,1.42,26.3,217.6,12.98,1816.948436,16647.32371,1.03%,-0.59%
1952.03,23.81,1.42,26.3,218.15,13.01,1821.838695,16692.12946,0.27%,0.75%
1952.04,23.74,1.43,26.4,216.69,13.05,1826.831049,16674.4696,-0.11%,-0.17%
1952.05,23.73,1.44,26.4,216.6,13.14,1831.707742,16718.98179,0.27%,0.46%
1952.06,24.38,1.45,26.5,221.69,13.19,1836.595591,16700.33697,-0.11%,2.86%
1952.07,25.08,1.45,26.7,226.35,13.09,1841.34826,16618.13357,-0.49%,2.60%
1952.08,25.18,1.45,26.7,227.25,13.09,1846.129738,16661.28632,0.26%,0.88%
1952.09,24.78,1.45,26.7,223.64,13.09,1851.197591,16707.02359,0.27%,-1.11%
1952.1,24.26,1.44,26.7,218.95,12.97,1856.277481,16752.86951,0.27%,-1.61%
1952.11,25.03,1.42,26.7,225.9,12.85,1861.221589,16797.48998,0.27%,3.67%
1952.12,26.04,1.41,26.7,235.01,12.73,1865.788064,16838.70234,0.25%,4.51%
1953.01,26.18,1.41,26.6,237.16,12.77,1870.660986,16946.14909,0.64%,1.37%
1953.02,25.86,1.41,26.5,235.15,12.82,1876.786438,17065.79613,0.71%,-0.40%
1953.03,25.99,1.41,26.6,235.44,12.77,1882.635142,17054.62189,-0.07%,0.58%
1953.04,24.71,1.41,26.6,223.85,12.8,1888.316783,17106.09136,0.30%,-4.47%
1953.05,24.84,1.42,26.7,224.18,12.79,1890.602222,17062.64965,-0.25%,0.62%
1953.06,23.95,1.42,26.8,215.34,12.77,1895.657559,17044.43713,-0.11%,-3.47%
1953.07,24.29,1.42,26.8,218.4,12.77,1901.359597,17095.7059,0.30%,1.92%
1953.08,24.39,1.42,26.9,218.48,12.72,1907.291665,17085.29184,-0.06%,0.52%
1953.09,23.27,1.42,26.9,208.45,12.72,1913.066277,17137.02013,0.30%,-4.11%
1953.1,23.97,1.43,27,213.93,12.76,1924.431062,17174.97702,0.22%,3.14%
1953.11,24.5,1.44,26.9,219.47,12.9,1929.829533,17287.18339,0.65%,3.09%
1953.12,24.83,1.45,26.9,222.42,12.99,1932.80545,17313.84129,0.15%,1.83%
1954.01,25.46,1.46,26.9,228.07,13.05,1940.297374,17380.95306,0.39%,3.03%
1954.02,26.02,1.46,26.9,233.08,13.11,1947.660808,17446.91383,0.38%,2.67%
1954.03,26.57,1.47,26.9,238.01,13.17,1949.883997,17466.82889,0.11%,2.58%
1954.04,27.63,1.46,26.8,248.43,13.16,1954.7113,17575.40738,0.62%,4.84%
1954.05,28.73,1.46,26.9,257.36,13.05,1958.408083,17543.18663,-0.18%,4.04%
1954.06,28.96,1.45,26.9,259.42,12.99,1960.686063,17563.59251,0.12%,1.22%
1954.07,30.13,1.46,26.9,269.9,13.05,1961.906988,17574.52941,0.06%,4.46%
1954.08,30.73,1.46,26.9,275.28,13.11,1962.487744,17579.73176,0.03%,2.40%
1954.09,31.45,1.47,26.8,282.78,13.22,1961.294383,17634.5979,0.31%,3.12%
1954.1,32.18,1.49,26.8,289.34,13.43,1960.863653,17630.72507,-0.02%,2.71%
1954.11,33.44,1.52,26.8,300.67,13.64,1963.723991,17656.44325,0.15%,4.30%
1954.12,34.97,1.54,26.7,315.6,13.9,1964.462473,17729.23703,0.41%,5.34%
1955.01,35.6,1.55,26.7,321.29,13.96,1963.579706,17721.27008,-0.04%,2.17%
1955.02,36.79,1.55,26.7,332.03,14.02,1963.449407,17720.09413,-0.01%,3.70%
1955.03,36.5,1.56,26.7,329.41,14.08,1966.27441,17745.58973,0.14%,-0.44%
1955.04,37.76,1.56,26.7,340.78,14.11,1966.358134,17746.34534,0.00%,3.81%
1955.05,37.6,1.57,26.7,339.34,14.14,1967.454637,17756.24126,0.06%,-0.08%
1955.06,39.78,1.57,26.7,359.01,14.17,1971.377026,17791.64074,0.20%,6.14%
1955.07,42.69,1.59,26.8,383.84,14.27,1973.391543,17743.36716,-0.27%,7.25%
1955.08,42.43,1.6,26.8,381.5,14.42,1971.443803,17725.85443,-0.10%,-0.30%
1955.09,44.34,1.62,26.9,397.19,14.51,1976.083781,17701.52344,-0.14%,4.43%
1955.1,42.11,1.63,26.9,377.22,14.57,1979.753604,17734.39728,0.19%,-4.72%
1955.11,44.95,1.63,26.9,402.66,14.63,1982.57365,17759.65891,0.14%,7.07%
1955.12,45.37,1.64,26.8,407.94,14.75,1982.616452,17826.31114,0.38%,1.61%
1956.01,44.15,1.67,26.8,396.97,15.02,1990.122784,17893.80287,0.38%,-2.39%
1956.02,44.43,1.7,26.8,399.48,15.29,1996.342047,17949.72216,0.31%,0.95%
1956.03,47.49,1.73,26.8,427,15.55,1999.05565,17974.121,0.14%,7.21%
1956.04,48.05,1.75,26.9,430.43,15.71,1998.509717,17902.4123,-0.40%,1.11%
1956.05,46.54,1.78,27,415.36,15.86,2003.669823,17882.15949,-0.11%,-3.20%
1956.06,46.27,1.8,27.2,409.91,15.95,2012.656455,17830.28632,-0.29%,-0.99%
1956.07,48.78,1.81,27.4,428.99,15.95,2017.791496,17745.29793,-0.48%,4.98%
1956.08,48.49,1.83,27.3,428,16.12,2017.3203,17806.13996,0.34%,0.08%
1956.09,46.84,1.84,27.4,411.93,16.18,2019.065907,17756.50563,-0.28%,-3.44%
1956.1,46.24,1.81,27.5,405.18,15.83,2026.717005,17758.97879,0.01%,-1.31%
1956.11,45.76,1.77,27.5,400.97,15.54,2030.277366,17790.17622,0.18%,-0.71%
1956.12,46.44,1.74,27.6,405.45,15.19,2032.720145,17747.0462,-0.24%,1.44%
1957.01,45.43,1.74,27.6,396.64,15.16,2045.0726,17854.89164,0.61%,-1.86%
1957.02,43.47,1.73,27.7,378.15,15.08,2051.199304,17843.73078,-0.06%,-4.34%
1957.03,44.03,1.73,27.8,381.65,15,2056.936376,17829.27294,-0.08%,1.26%
1957.04,45.05,1.73,27.9,389.09,14.94,2062.372737,17812.32155,-0.10%,2.28%
1957.05,46.78,1.73,28,402.59,14.89,2069.407982,17809.25119,-0.02%,3.79%
1957.06,47.55,1.73,28.1,407.76,14.84,2073.025644,17776.89574,-0.18%,1.59%
1957.07,48.51,1.74,28.3,413.05,14.82,2077.720733,17691.24141,-0.48%,1.60%
1957.08,45.84,1.75,28.3,390.32,14.9,2081.951954,17727.26913,0.20%,-5.20%
1957.09,43.98,1.76,28.3,374.48,14.99,2088.909143,17786.50776,0.33%,-3.74%
1957.1,41.24,1.77,28.3,351.15,15.07,2097.982334,17863.76357,0.43%,-5.90%
1957.11,40.35,1.78,28.4,342.36,15.1,2113.7147,17934.34824,0.40%,-2.15%
1957.12,40.33,1.79,28.4,342.19,15.19,2127.629743,18052.41396,0.66%,0.32%
1958.01,41.12,1.78,28.6,346.45,15.03,2143.794882,18062.37138,0.06%,1.61%
1958.02,41.26,1.78,28.6,347.63,14.97,2162.248608,18217.85176,0.86%,0.70%
1958.03,42.11,1.77,28.8,352.33,14.81,2169.926871,18155.58223,-0.34%,1.71%
1958.04,42.34,1.76,28.9,353.03,14.65,2181.605632,18190.13718,0.19%,0.55%
1958.05,43.7,1.74,28.9,364.37,14.54,2186.830985,18233.70595,0.24%,3.56%
1958.06,44.75,1.73,28.9,373.12,14.42,2192.983453,18285.00497,0.28%,2.73%
1958.07,45.98,1.73,29,382.06,14.37,2189.243784,18190.87955,-0.51%,2.72%
1958.08,47.7,1.73,28.9,397.72,14.42,2176.488869,18147.47382,-0.24%,4.41%
1958.09,48.96,1.73,28.9,408.23,14.42,2171.669549,18107.29053,-0.22%,2.94%
1958.1,50.95,1.74,28.9,424.82,14.48,2175.68593,18140.77895,0.18%,4.36%
1958.11,52.5,1.74,29,436.23,14.49,2184.13938,18148.466,0.04%,2.97%
1958.12,53.49,1.75,28.9,446,14.59,2186.998494,18235.10264,0.48%,2.52%
1959.01,55.62,1.76,29,462.16,14.6,2192.508753,18218.00885,-0.09%,3.90%
1959.02,54.77,1.76,28.9,456.67,14.7,2196.475731,18314.12345,0.53%,-0.92%
1959.03,56.16,1.77,28.9,468.26,14.76,2203.150093,18369.774,0.30%,2.81%
1959.04,57.1,1.78,29,474.46,14.76,2209.094905,18355.82662,-0.08%,1.59%
1959.05,57.96,1.78,29,481.6,14.82,2213.306692,18390.82323,0.19%,1.76%
1959.06,57.46,1.79,29.1,475.81,14.82,2220.252299,18385.13868,-0.03%,-0.95%
1959.07,59.74,1.8,29.2,492.99,14.83,2223.384316,18348.02221,-0.20%,3.87%
1959.08,59.4,1.8,29.2,490.19,14.88,2232.724998,18425.10427,0.42%,-0.32%
1959.09,57.05,1.81,29.3,469.19,14.89,2230.592497,18344.68199,-0.44%,-4.03%
1959.1,57,1.82,29.4,467.18,14.89,2244.677977,18397.7319,0.29%,-0.16%
1959.11,57.23,1.82,29.4,469.07,14.94,2254.345425,18476.96783,0.43%,0.67%
1959.12,59.06,1.83,29.4,484.07,15,2257.831624,18505.54125,0.15%,3.46%
1960.01,58.03,1.87,29.3,477.25,15.35,2270.630439,18673.95921,0.91%,-1.15%
1960.02,55.78,1.9,29.4,457.18,15.6,2288.720569,18758.71188,0.45%,-3.94%
1960.03,55.02,1.94,29.4,450.95,15.9,2311.927259,18948.91755,1.01%,-1.08%
1960.04,55.73,1.94,29.5,455.22,15.87,2320.931358,18958.23277,0.05%,1.24%
1960.05,55.22,1.95,29.5,451.06,15.9,2327.414587,19011.1902,0.28%,-0.62%
1960.06,57.26,1.95,29.6,466.14,15.87,2355.303653,19174.00187,0.86%,3.64%
1960.07,55.84,1.95,29.6,454.58,15.87,2366.964818,19268.93281,0.50%,-2.20%
1960.08,56.51,1.95,29.6,460.04,15.87,2379.821653,19373.59745,0.54%,1.49%
1960.09,54.81,1.95,29.6,446.2,15.87,2383.976072,19407.41764,0.17%,-2.72%
1960.1,53.73,1.95,29.8,434.47,15.77,2391.810082,19340.51342,-0.34%,-2.33%
1960.11,55.47,1.95,29.8,448.54,15.77,2398.508648,19394.67897,0.28%,3.54%
1960.12,56.8,1.95,29.8,459.29,15.77,2410.660178,19492.93796,0.51%,2.69%
1961.01,59.72,1.95,29.8,482.9,15.74,2418.702102,19557.96609,0.33%,5.43%
1961.02,62.17,1.94,29.8,502.72,15.71,2422.96338,19592.42338,0.18%,4.38%
1961.03,64.12,1.94,29.8,518.48,15.69,2431.186179,19658.9141,0.34%,3.40%
1961.04,65.83,1.94,29.8,532.31,15.69,2438.503952,19718.08664,0.30%,2.92%
1961.05,66.5,1.94,29.8,537.73,15.69,2446.097885,19779.49225,0.31%,1.26%
1961.06,65.62,1.94,29.8,530.61,15.69,2449.695304,19808.58149,0.15%,-1.08%
1961.07,65.44,1.95,30,525.63,15.64,2460.714893,19765.03619,-0.22%,-0.69%
1961.08,67.79,1.95,29.9,546.33,15.74,2465.094595,19866.43643,0.51%,4.19%
1961.09,67.26,1.96,30,540.25,15.74,2472.771775,19861.87987,-0.02%,-0.87%
1961.1,68,1.98,30,546.19,15.9,2480.730113,19925.8031,0.32%,1.34%
1961.11,71.08,2,30,570.93,16.06,2487.956263,19983.84523,0.29%,4.77%
1961.12,71.74,2.02,30,576.23,16.23,2492.992742,20024.2994,0.20%,1.16%
1962.01,69.07,2.03,30,554.79,16.28,2498.638561,20069.64794,0.23%,-3.49%
1962.02,70.22,2.03,30.1,562.15,16.28,2506.764253,20068.02198,-0.01%,1.57%
1962.03,70.29,2.04,30.1,562.71,16.33,2519.236009,20167.86523,0.50%,0.34%
1962.04,68.05,2.05,30.2,542.97,16.33,2527.830764,20169.66211,0.01%,-3.27%
1962.05,62.99,2.05,30.2,502.6,16.38,2534.166821,20220.21776,0.25%,-7.18%
1962.06,55.63,2.06,30.2,443.87,16.44,2541.431261,20278.18102,0.29%,-11.41%
1962.07,56.97,2.07,30.3,453.07,16.44,2542.765167,20221.86449,-0.28%,2.38%
1962.08,58.52,2.07,30.3,465.39,16.49,2552.564432,20299.79516,0.39%,3.02%
1962.09,58,2.08,30.4,459.74,16.49,2563.047044,20316.11043,0.08%,-0.92%
1962.1,56.17,2.1,30.4,445.23,16.62,2571.943721,20386.63035,0.35%,-2.86%
1962.11,60.04,2.11,30.4,475.91,16.75,2578.292512,20436.95433,0.25%,7.20%
1962.12,62.64,2.13,30.4,496.52,16.88,2584.891414,20489.26083,0.26%,4.62%
1963.01,65.06,2.14,30.4,515.7,16.94,2590.991396,20537.61263,0.24%,4.15%
1963.02,65.92,2.14,30.4,522.52,16.99,2598.363258,20596.04603,0.28%,1.60%
1963.03,65.67,2.15,30.5,518.83,16.99,2604.72649,20578.79109,-0.08%,-0.44%
1963.04,68.76,2.17,30.5,543.24,17.12,2609.95064,20620.06478,0.20%,4.98%
1963.05,70.14,2.18,30.5,554.15,17.25,2616.908381,20675.03481,0.27%,2.27%
1963.06,70.11,2.2,30.6,552.1,17.32,2622.31559,20650.0497,-0.12%,-0.11%
1963.07,69.07,2.2,30.7,542.14,17.29,2623.452509,20591.70947,-0.28%,-1.54%
1963.08,70.98,2.21,30.7,557.13,17.32,2630.246247,20645.03411,0.26%,3.03%
1963.09,72.85,2.21,30.7,571.81,17.35,2637.322937,20700.57968,0.27%,2.89%
1963.1,73.03,2.23,30.8,571.36,17.47,2643.767186,20683.78726,-0.08%,0.17%
1963.11,72.62,2.26,30.8,568.15,17.66,2649.797644,20730.96717,0.23%,-0.31%
1963.12,74.17,2.28,30.9,578.4,17.78,2657.001379,20720.05344,-0.05%,2.06%
1964.01,76.45,2.3,30.9,596.18,17.91,2666.495222,20794.08913,0.36%,3.33%
1964.02,77.39,2.31,30.9,603.51,18.04,2675.585366,20864.97666,0.34%,1.48%
1964.03,78.8,2.33,30.9,614.51,18.17,2681.688099,20912.56751,0.23%,2.07%
1964.04,79.94,2.35,30.9,623.4,18.3,2691.413594,20988.40969,0.36%,1.69%
1964.05,80.72,2.36,30.9,629.48,18.43,2702.801649,21077.21699,0.42%,1.22%
1964.06,80.24,2.38,31,623.72,18.5,2712.765603,21086.67707,0.04%,-0.67%
1964.07,83.22,2.4,31.1,644.8,18.6,2724.70622,21111.39176,0.12%,3.63%
1964.08,82,2.42,31,637.4,18.81,2733.193005,21245.4619,0.64%,-0.91%
1964.09,83.41,2.44,31.1,646.27,18.91,2739.938887,21229.41652,-0.08%,1.64%
1964.1,84.85,2.46,31.1,657.43,19.06,2748.787445,21297.97634,0.32%,1.97%
1964.11,85.44,2.48,31.2,659.88,19.15,2756.819666,21291.74886,-0.03%,0.61%
1964.12,83.96,2.5,31.2,648.45,19.31,2763.409212,21342.64191,0.24%,-1.49%
1965.01,86.12,2.52,31.2,665.13,19.44,2774.619438,21429.22187,0.41%,2.82%
1965.02,86.75,2.53,31.2,670,19.57,2781.647799,21483.50401,0.25%,0.98%
1965.03,86.83,2.55,31.3,668.47,19.63,2790.498574,21483.00543,0.00%,0.02%
1965.04,87.97,2.57,31.4,675.09,19.72,2800.637569,21492.39596,0.04%,1.24%
1965.05,89.28,2.59,31.4,685.15,19.88,2810.643216,21569.18037,0.36%,1.73%
1965.06,85.04,2.61,31.6,648.48,19.9,2821.612909,21516.31639,-0.25%,-5.11%
1965.07,84.91,2.63,31.6,647.49,20.03,2831.576193,21592.29179,0.35%,0.10%
1965.08,86.49,2.64,31.6,659.53,20.16,2839.218508,21650.56855,0.27%,2.12%
1965.09,89.38,2.66,31.6,681.57,20.28,2846.137183,21703.32717,0.24%,3.60%
1965.1,91.39,2.68,31.7,694.7,20.37,2854.051946,21695.02635,-0.04%,2.17%
1965.11,92.15,2.7,31.7,700.48,20.52,2863.065019,21763.53907,0.32%,1.08%
1965.12,91.73,2.72,31.8,695.09,20.61,2865.4123,21712.88697,-0.23%,-0.53%
1966.01,93.32,2.74,31.8,707.14,20.76,2873.378086,21773.24834,0.28%,1.98%
1966.02,92.69,2.76,32,697.98,20.78,2884.056994,21717.58005,-0.26%,-1.05%
1966.03,88.88,2.78,32.1,667.2,20.87,2895.971767,21739.36538,0.10%,-4.16%
1966.04,91.6,2.8,32.3,683.36,20.86,2910.417643,21712.52657,-0.12%,2.68%
1966.05,86.78,2.81,32.3,647.4,20.99,2922.047042,21799.28512,0.40%,-5.01%
1966.06,86.06,2.83,32.4,640.05,21.05,2934.392864,21823.82238,0.11%,-0.87%
